,Time,Season,Venue,Round,Team,Opponent,GF,GA,Result,Points,xG_avg_last5,Touches__Att Pen_avg_last5,Performance__Crs_avg_last5,xGA_avg_last5,PPA_avg_last5,Carries__CPA_avg_last5,Performance__PKcon_avg_last5,Pass Types__TB_avg_last5,KP_avg_last5,Pass Types__Crs_avg_last5,Performance__PKwon_avg_last5,Ast_avg_last5,Sum_points_avg_last5,xG_opponent_avg_last5,Touches__Att Pen_opponent_avg_last5,Performance__Crs_opponent_avg_last5,xGA_opponent_avg_last5,PPA_opponent_avg_last5,Carries__CPA_opponent_avg_last5,Performance__PKcon_opponent_avg_last5,Pass Types__TB_opponent_avg_last5,KP_opponent_avg_last5,Pass Types__Crs_opponent_avg_last5,Performance__PKwon_opponent_avg_last5,Ast_opponent_avg_last5,Sum_points_opponent_avg_last5
0,2017-08-18 20:15:00,2017,0,1,Alaves,Leganes,0.0,1.0,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,23.0,25.0,1.9,12.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,48.4953
1,2017-08-26 18:15:00,2017,1,2,Alaves,Barcelona,0.0,2.0,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.09269999999999999
2,2017-09-10 18:30:00,2017,0,3,Alaves,Celta Vigo,0.0,1.0,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5001,16.9997,16.9993,2.5997900000000005,9.9994,1.0005,1.9998,0.0,5.0003,16.9993,0.0,0.00039999999999999964,9.999999999999991e-05
3,2017-09-17 12:00:00,2017,1,4,Alaves,Villarreal,0.0,3.0,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40040000000000003,10.0,14.997,1.5009000000000001,4.998,1.0,0.0,0.0,2.003,14.997,0.0,0.0,47.520900000000005
4,2017-09-20 21:00:00,2017,0,5,Alaves,Deportivo La Coruna,0.0,1.0,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.0,15.0,1.1,6.0,1.0,0.0,1.0,9.0,15.0,0.0,1.0,50.974999999999994
5,2017-09-23 16:15:00,2017,1,6,Alaves,Real Madrid,1.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.5,26.0,15.0,0.5,7.0,7.0,0.0,0.0,11.0,15.0,0.0,1.0,54.5638
6,2017-09-30 18:30:00,2017,0,7,Alaves,Levante,2.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.8,12.0,15.0,0.2,4.0,2.0,0.0,0.0,8.0,15.0,0.0,0.0,50.6385
7,2017-10-14 18:30:00,2017,1,8,Alaves,Real Sociedad,0.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.8,13.0,13.0,2.1,5.0,3.0,0.0,1.0,8.0,13.0,0.0,2.0,55.5224
8,2017-10-21 16:15:00,2017,0,9,Alaves,Real Betis,0.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.7,7.0,9.0,1.7,1.0,2.0,1.0,0.0,2.0,9.0,0.0,0.0,56.2491
9,2017-10-28 13:00:00,2017,1,10,Alaves,Valencia,1.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.2,10.0,8.0,0.4,1.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,47.9269
10,2017-11-04 18:30:00,2017,1,11,Alaves,Espanyol,1.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.3,24.0,21.0,0.9,12.0,5.0,0.0,0.0,10.0,21.0,0.0,1.0,47.027
11,2017-11-18 13:00:00,2017,0,12,Alaves,Getafe,1.0,4.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.8,11.0,12.0,1.1,3.0,4.0,0.0,0.0,5.0,12.0,0.0,1.0,47.0478
12,2017-11-25 13:00:00,2017,1,13,Alaves,Eibar,1.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.3,20.0,16.0,1.5,6.0,3.0,0.0,0.0,9.0,16.0,0.0,5.0,52.670300000000005
13,2017-12-04 21:00:00,2017,0,14,Alaves,Girona,3.0,2.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.4,21.0,19.0,0.5,8.0,1.0,0.0,0.0,11.0,19.0,0.0,0.0,50.997499999999995
14,2017-12-08 21:00:00,2017,1,15,Alaves,Las Palmas,2.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.3,12.0,20.0,1.3,5.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,47.0397
15,2017-12-16 20:45:00,2017,0,16,Alaves,Atletico Madrid,0.0,1.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.6,12.0,12.0,1.1,4.0,2.0,0.0,0.0,9.0,12.0,0.0,0.0,2.9799
16,2017-12-21 21:30:00,2017,1,17,Alaves,Malaga,1.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.704,24.89,18.990000000000002,1.2890000000000001,6.03,6.9399999999999995,0.99,0.99,8.0,18.990000000000002,0.009999999999999995,0.009999999999999995,55.3789
17,2018-01-07 18:30:00,2017,0,18,Alaves,Athletic Club,0.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.7,11.0,13.0,0.8,2.0,5.0,0.0,2.0,4.0,13.0,0.0,0.0,0.02699999999999999
18,2018-01-14 16:15:00,2017,1,19,Alaves,Sevilla,1.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.7,23.0,28.0,0.8,8.0,7.0,0.0,2.0,10.0,28.0,0.0,0.0,47.2689
19,2018-01-21 12:00:00,2017,1,20,Alaves,Leganes,2.0,2.0,D,1,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.8,23.0,25.0,1.9,12.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,47.0478
20,2018-01-28 20:45:00,2017,0,21,Alaves,Barcelona,1.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0
21,2018-02-03 18:30:00,2017,1,22,Alaves,Celta Vigo,2.0,1.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.5,17.0,17.0,2.6,10.0,1.0,2.0,0.0,5.0,17.0,0.0,0.0,0.26999999999999996
22,2018-02-10 13:00:00,2017,0,23,Alaves,Villarreal,2.0,1.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,2.7,0.4,10.0,15.0,1.5,5.0,1.0,0.0,0.0,2.0,15.0,0.0,0.0,45.6483
23,2018-02-17 18:30:00,2017,1,24,Alaves,Deportivo La Coruna,1.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.26999999999999996,0.8,9.0,15.0,1.1,6.0,1.0,0.0,1.0,9.0,15.0,0.0,1.0,50.8705
24,2018-02-24 16:15:00,2017,0,25,Alaves,Real Madrid,0.0,4.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.02699999999999999,0.2,4.0,17.0,2.9,3.0,0.0,2.0,0.0,4.0,17.0,0.0,0.0,57.888200000000005
25,2018-03-01 21:30:00,2017,1,26,Alaves,Levante,1.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,2.7027,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,56.882600000000004
26,2018-03-04 18:30:00,2017,0,27,Alaves,Real Sociedad,1.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.2703,1.8,13.0,13.0,2.1,5.0,3.0,0.0,1.0,8.0,13.0,0.0,2.0,56.2491
27,2018-03-12 21:00:00,2017,1,28,Alaves,Real Betis,1.0,3.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.02699999999999999,1.3,15.0,9.0,0.1,7.0,4.0,0.0,0.0,8.0,9.0,0.0,2.0,55.5224
28,2018-03-17 16:15:00,2017,0,29,Alaves,Valencia,1.0,3.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,2.7027,0.7,20.0,16.0,1.6,5.0,3.0,0.0,0.0,6.0,16.0,0.0,0.0,44.22
29,2018-04-01 12:00:00,2017,0,30,Alaves,Espanyol,0.0,0.0,D,1,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.2703,0.40090000000000003,9.014999999999999,13.008000000000001,0.9,6.006,1.004,0.0,0.0,7.002999999999999,13.008000000000001,0.0,0.0009999999999999994,52.7036
30,2018-04-07 13:00:00,2017,1,31,Alaves,Getafe,2.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.927,1.9,17.0,28.0,1.1,3.0,2.0,0.0,0.0,10.0,28.0,0.0,2.0,48.4953
31,2018-04-15 12:00:00,2017,0,32,Alaves,Eibar,1.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.09269999999999999,1.7,13.0,17.0,1.1,5.0,2.0,0.0,0.0,10.0,17.0,1.0,1.0,50.747
32,2018-04-19 19:30:00,2017,1,33,Alaves,Girona,1.0,2.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.9093,1.4,21.0,19.0,0.5,8.0,1.0,0.0,0.0,11.0,19.0,0.0,0.0,52.0067
33,2018-04-22 17:30:00,2017,0,34,Alaves,Las Palmas,4.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.9909,1.3,12.0,20.0,1.3,5.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,50.3687
34,2018-04-29 16:15:00,2017,1,35,Alaves,Atletico Madrid,0.0,1.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,2.7991,2.1,20.0,10.0,0.4,8.0,5.0,0.0,2.0,9.0,10.0,0.0,1.0,0.0
35,2018-05-06 12:00:00,2017,0,36,Alaves,Malaga,3.0,0.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,2.9799,1.7,25.0,19.0,1.3,6.0,7.0,1.0,1.0,8.0,19.0,0.0,0.0,53.120400000000004
36,2018-05-12 18:30:00,2017,1,37,Alaves,Athletic Club,3.0,1.0,W,3,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,1.198,0.9,20.0,14.0,1.0,6.0,4.0,1.0,0.0,8.0,14.0,0.0,1.0,0.0
37,2018-05-19 18:30:00,2017,0,38,Alaves,Sevilla,0.0,1.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,1.0198,2.5,21.0,21.0,0.3,8.0,3.0,0.0,1.0,11.0,21.0,1.0,2.0,46.199999999999996
38,2018-08-18 22:15:00,2018,0,1,Alaves,Barcelona,0.0,3.0,L,0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,1.002,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.927
39,2018-08-25 18:15:00,2018,1,2,Alaves,Real Betis,0.0,0.0,D,1,0.92,9.1,5.5,2.38,1.1,4.0,0.9,1.0,6.1000000000000005,5.5,0.09999999999999998,0.0,0.10019999999999998,1.3,15.0,9.0,0.1,7.0,4.0,0.0,0.0,8.0,9.0,0.0,2.0,59.612899999999996
40,2018-09-02 16:15:00,2018,1,3,Alaves,Espanyol,2.0,1.0,W,3,0.902,9.01,5.05,2.488,1.01,4.0,0.99,1.0,6.01,5.05,0.009999999999999995,0.0,0.009999999999999995,0.4,9.0,13.0,0.9,6.0,1.0,0.0,0.0,7.0,13.0,0.0,0.0,48.4953
41,2018-09-16 18:30:00,2018,0,4,Alaves,Valladolid,1.0,0.0,W,3,0.9002,9.001,5.005,2.4988,1.001,4.0,0.999,1.0,6.001,5.005,0.0009999999999999994,0.0,0.0009999999999999994,0.7,25.0,22.0,1.4,15.0,4.0,0.0,0.0,14.0,22.0,0.0,1.0,52.472100000000005
42,2018-09-22 13:00:00,2018,0,5,Alaves,Rayo Vallecano,5.0,1.0,W,3,0.90002,9.0001,5.0005,2.49988,1.0001,4.0,0.9999,1.0,6.0001,5.0005,9.999999999999991e-05,0.0,9.999999999999991e-05,0.4,5.0,10.0,1.3,2.0,2.0,1.0,0.0,4.0,10.0,0.0,1.0,55.824799999999996
43,2018-09-27 20:00:00,2018,1,6,Alaves,Getafe,1.0,1.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.9,17.0,28.0,1.1,3.0,2.0,0.0,0.0,10.0,28.0,0.0,2.0,51.100699999999996
44,2018-09-30 18:30:00,2018,0,7,Alaves,Levante,1.0,2.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,50.6385
45,2018-10-06 18:30:00,2018,1,8,Alaves,Real Madrid,1.0,0.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.2,4.0,17.0,2.9,3.0,0.0,2.0,0.0,4.0,17.0,0.0,0.0,55.8957
46,2018-10-19 21:00:00,2018,0,9,Alaves,Celta Vigo,1.0,0.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.5,26.0,17.0,2.0,7.0,4.0,0.0,3.0,9.0,17.0,0.0,3.0,0.0
47,2018-10-28 18:30:00,2018,1,10,Alaves,Villarreal,2.0,1.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.8,6.0,7.0,2.0,1.0,3.0,1.0,0.0,2.0,7.0,0.0,1.0,43.122
48,2018-11-04 12:00:00,2018,0,11,Alaves,Eibar,1.0,2.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.7,13.0,17.0,1.1,5.0,2.0,0.0,0.0,10.0,17.0,1.0,1.0,47.027
49,2018-11-11 12:00:00,2018,1,12,Alaves,Huesca,2.0,1.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.3,9.0,14.0,2.0,1.0,0.0,1.0,0.0,5.0,14.0,0.0,0.0,50.7495
50,2018-11-23 21:00:00,2018,0,13,Alaves,Leganes,0.0,1.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.3,18.0,20.0,1.0,5.0,6.0,0.0,0.0,8.0,20.0,0.0,1.0,52.0067
51,2018-12-02 20:45:00,2018,1,14,Alaves,Sevilla,1.0,1.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,2.5,21.0,21.0,0.3,8.0,3.0,0.0,1.0,11.0,21.0,1.0,2.0,51.4833
52,2018-12-08 13:00:00,2018,0,15,Alaves,Atletico Madrid,0.0,3.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,2.1,20.0,10.0,0.4,8.0,5.0,0.0,2.0,9.0,10.0,0.0,1.0,2.7991
53,2018-12-17 21:00:00,2018,1,16,Alaves,Athletic Club,0.0,0.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.9,20.0,14.0,1.0,6.0,4.0,1.0,0.0,8.0,14.0,0.0,1.0,2.7027
54,2018-12-21 21:00:00,2018,0,17,Alaves,Real Sociedad,1.0,0.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.3,16.0,10.0,3.3,3.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,50.978899999999996
55,2019-01-05 16:15:00,2018,1,18,Alaves,Valencia,2.0,1.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.7,20.0,16.0,1.6,5.0,3.0,0.0,0.0,6.0,16.0,0.0,0.0,58.2686
56,2019-01-12 18:30:00,2018,0,19,Alaves,Girona,1.0,1.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.4,10.0,13.0,1.2,4.0,2.0,1.0,0.0,7.0,13.0,0.0,2.0,52.5291
57,2019-01-18 21:00:00,2018,0,20,Alaves,Getafe,0.0,4.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,1.1008,17.0,20.008,0.6005,7.995,2.0,0.0,0.0,11.998000000000001,20.008,0.0,1.001,52.7036
58,2019-01-28 21:00:00,2018,1,21,Alaves,Rayo Vallecano,0.0,1.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.4,5.0,10.0,1.3,2.0,2.0,1.0,0.0,4.0,10.0,0.0,1.0,62.7525
59,2019-02-03 20:45:00,2018,0,22,Alaves,Real Madrid,0.0,3.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,0.9,16.0,14.0,1.1,6.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,54.248599999999996
60,2019-02-11 21:00:00,2018,1,23,Alaves,Levante,2.0,0.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,2.7,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.485499999999995
61,2019-02-17 20:45:00,2018,0,24,Alaves,Real Betis,1.0,1.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.26999999999999996,0.9400000000000001,12.3,17.099999999999998,1.9000000000000001,4.3,4.0,0.9,0.9,9.8,17.099999999999998,0.0,0.19999999999999996,58.7892
62,2019-02-23 18:30:00,2018,1,25,Alaves,Celta Vigo,0.0,0.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.02699999999999999,1.5,26.0,17.0,2.0,7.0,4.0,0.0,3.0,9.0,17.0,0.0,3.0,0.2703
63,2019-03-02 16:15:00,2018,0,26,Alaves,Villarreal,2.0,1.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,2.7027,0.8,6.0,7.0,2.0,1.0,3.0,1.0,0.0,2.0,7.0,0.0,1.0,49.6896
64,2019-03-09 13:00:00,2018,1,27,Alaves,Eibar,1.0,1.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.2703,1.7,13.0,17.0,1.1,5.0,2.0,0.0,0.0,10.0,17.0,1.0,1.0,53.6369
65,2019-03-16 13:00:00,2018,0,28,Alaves,Huesca,3.0,1.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.02699999999999999,1.3,9.0,14.0,2.0,1.0,0.0,1.0,0.0,5.0,14.0,0.0,0.0,51.7875
66,2019-03-30 20:45:00,2018,1,29,Alaves,Atletico Madrid,0.0,4.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,2.7027,0.3,7.0,16.0,1.9,2.0,2.0,1.0,0.0,5.0,16.0,0.0,0.0,0.0
67,2019-04-04 19:30:00,2018,0,30,Alaves,Sevilla,0.0,2.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.2703,2.5,21.0,21.0,0.3,8.0,3.0,0.0,1.0,11.0,21.0,1.0,2.0,45.9427
68,2019-04-07 12:00:00,2018,1,31,Alaves,Leganes,1.0,1.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.927,0.5,10.0,16.0,1.1,4.0,1.0,0.0,0.0,6.0,16.0,0.0,1.0,50.5522
69,2019-04-13 13:00:00,2018,0,32,Alaves,Espanyol,1.0,2.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.09269999999999999,1.0,21.0,19.0,1.7,9.0,4.0,0.0,1.0,8.0,19.0,0.0,1.0,50.747
70,2019-04-19 21:00:00,2018,1,33,Alaves,Valladolid,2.0,2.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.9093,0.2,7.0,8.0,0.4,1.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,45.6483
71,2019-04-23 21:30:00,2018,1,34,Alaves,Barcelona,0.0,2.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,0.9909,0.5,16.0,12.0,2.8,10.0,2.0,1.0,0.0,8.0,12.0,0.0,0.0,2.7027
72,2019-04-27 13:00:00,2018,0,35,Alaves,Athletic Club,1.0,1.0,D,1,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,2.7991,0.7,10.0,10.0,0.9,3.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0
73,2019-05-04 18:30:00,2018,1,36,Alaves,Real Sociedad,0.0,1.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,2.9799,0.3,16.0,10.0,3.3,3.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,55.8957
74,2019-05-12 18:30:00,2018,0,37,Alaves,Valencia,1.0,3.0,L,0,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,1.198,1.9,24.0,18.0,1.0,5.0,4.0,0.0,0.0,11.0,18.0,0.0,2.0,52.5082
75,2019-05-18 20:45:00,2018,1,38,Alaves,Girona,2.0,1.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,1.0198,1.4,10.0,13.0,1.2,4.0,2.0,1.0,0.0,7.0,13.0,0.0,2.0,51.7875
76,2019-08-18 17:00:00,2019,1,1,Alaves,Levante,1.0,0.0,W,3,0.9,9.0,5.0,2.5,1.0,4.0,1.0,1.0,6.0,5.0,0.0,0.0,1.002,0.8,10.0,20.0,1.1,2.0,1.0,0.0,1.0,6.0,20.0,0.0,0.0,56.2491
77,2019-08-25 17:00:00,2019,1,2,Alaves,Espanyol,0.0,0.0,D,1,0.54,7.199999999999999,8.6,2.68,4.6,3.1,0.09999999999999998,2.8000000000000003,5.1,8.6,0.0,0.0,0.10019999999999998,1.0,21.0,19.0,1.7,9.0,4.0,0.0,1.0,8.0,19.0,0.0,1.0,52.9529
78,2019-08-31 19:00:00,2019,0,3,Alaves,Getafe,1.0,1.0,D,1,0.504,7.02,8.959999999999999,2.698,4.96,3.0100000000000002,0.009999999999999995,2.98,5.01,8.959999999999999,0.0,0.0,0.009999999999999995,1.1,17.0,20.0,0.6,8.0,2.0,0.0,0.0,12.0,20.0,0.0,1.0,52.670300000000005
79,2019-09-15 14:00:00,2019,1,4,Alaves,Sevilla,0.0,1.0,L,0,0.5004,7.002,8.995999999999999,2.6998,4.9959999999999996,3.0010000000000003,0.0009999999999999994,2.998,5.0009999999999994,8.995999999999999,0.0,0.0,0.0009999999999999994,1.2,5.0,7.0,1.9,3.0,2.0,0.0,1.0,2.0,7.0,0.0,0.0,51.461200000000005
80,2019-09-22 18:30:00,2019,0,5,Alaves,Athletic Club,0.0,2.0,L,0,0.50004,7.0001999999999995,8.9996,2.69998,4.9996,3.0001,9.999999999999991e-05,2.9998,5.0001,8.9996,0.0,0.0,9.999999999999991e-05,0.7,10.0,10.0,0.9,3.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0
81,2019-09-26 21:00:00,2019,0,6,Alaves,Real Sociedad,0.0,3.0,L,0,0.5,7.0,9.0,2.7,5.0,3.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,1.1991,10.006,13.995999999999999,0.40290000000000004,3.0,0.002999999999999998,0.0,0.0,5.998,13.995999999999999,0.0,0.0,47.5319
82,2019-09-29 16:00:00,2019,1,7,Alaves,Mallorca,2.0,0.0,W,3,0.5,7.0,9.0,2.7,5.0,3.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,1.7,25.0,19.0,1.3,6.0,7.0,1.0,1.0,8.0,19.0,0.0,0.0,50.6385
83,2019-10-05 18:30:00,2019,0,8,Alaves,Valencia,1.0,2.0,L,0,0.5,7.0,9.0,2.7,5.0,3.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,1.9,24.0,18.0,1.0,5.0,4.0,0.0,0.0,11.0,18.0,0.0,2.0,49.6896
84,2019-10-20 12:00:00,2019,1,9,Alaves,Celta Vigo,2.0,0.0,W,3,0.5,7.0,9.0,2.7,5.0,3.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,0.3,7.0,2.0,1.3,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
85,2019-10-25 21:00:00,2019,0,10,Alaves,Villarreal,1.0,4.0,L,0,0.5,7.0,9.0,2.7,5.0,3.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,1.5,15.0,13.0,1.5,6.0,4.0,1.0,0.0,5.0,13.0,0.0,0.0,43.122
86,2019-10-29 19:00:00,2019,1,11,Alaves,Atletico Madrid,1.0,1.0,D,1,0.5,7.0,9.0,2.7,5.0,3.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,0.3,7.0,16.0,1.9,2.0,2.0,1.0,0.0,5.0,16.0,0.0,0.0,0.927
