,Time,Season,Venue,Round,Team,Opponent,GF,GA,Result,Points,xG_avg_last5,Touches__Att Pen_avg_last5,Performance__Crs_avg_last5,xGA_avg_last5,PPA_avg_last5,Carries__CPA_avg_last5,Performance__PKcon_avg_last5,Pass Types__TB_avg_last5,KP_avg_last5,Pass Types__Crs_avg_last5,Performance__PKwon_avg_last5,Ast_avg_last5,Sum_points_avg_last5,xG_opponent_avg_last5,Touches__Att Pen_opponent_avg_last5,Performance__Crs_opponent_avg_last5,xGA_opponent_avg_last5,PPA_opponent_avg_last5,Carries__CPA_opponent_avg_last5,Performance__PKcon_opponent_avg_last5,Pass Types__TB_opponent_avg_last5,KP_opponent_avg_last5,Pass Types__Crs_opponent_avg_last5,Performance__PKwon_opponent_avg_last5,Ast_opponent_avg_last5,Sum_points_opponent_avg_last5
831,2023-11-25 21:00:00,2023,1,14,Atletico Madrid,Mallorca,1.0,0.0,W,3,1.1,15.0,8.0,1.3,3.0,1.0,0.0,0.0,8.0,8.0,0.0,2.0,0.9909,0.6,12.0,19.0,1.7,3.0,1.0,0.0,0.0,7.0,19.0,0.0,1.0,55.9171
832,2023-12-03 21:00:00,2023,0,15,Atletico Madrid,Barcelona,0.0,1.0,L,0,1.1,15.0,8.0,1.3,3.0,1.0,0.0,0.0,8.0,8.0,0.0,2.0,2.7991,0.7,17.0,19.0,0.7,8.0,2.0,0.0,2.0,8.0,19.0,0.0,0.0,0.0
833,2023-12-10 14:00:00,2023,1,16,Atletico Madrid,Almeria,2.0,1.0,W,3,1.1,15.0,8.0,1.3,3.0,1.0,0.0,0.0,8.0,8.0,0.0,2.0,2.9799,0.6,17.0,21.0,0.8,2.0,4.0,0.0,1.0,8.0,21.0,0.0,0.0,2.7027
834,2023-12-16 16:15:00,2023,0,17,Atletico Madrid,Athletic Club,0.0,2.0,L,0,1.1,15.0,8.0,1.3,3.0,1.0,0.0,0.0,8.0,8.0,0.0,2.0,1.198,3.1,36.0,25.0,0.3,7.0,10.0,0.0,0.0,14.0,25.0,0.0,1.0,0.2703
835,2023-12-19 21:30:00,2023,1,18,Atletico Madrid,Getafe,3.0,3.0,D,1,1.1,15.0,8.0,1.3,3.0,1.0,0.0,0.0,8.0,8.0,0.0,2.0,1.0198,1.25,17.3,14.799999999999999,2.82,4.3,2.2,0.0,0.0,5.5,14.799999999999999,0.0,1.0,50.3637
836,2024-01-03 21:30:00,2023,0,19,Atletico Madrid,Girona,3.0,4.0,L,0,1.1,15.0,8.0,1.3,3.0,1.0,0.0,0.0,8.0,8.0,0.0,2.0,1.002,2.3,22.0,19.0,1.5,5.0,3.0,1.0,3.0,9.0,19.0,0.0,2.0,52.5291
837,2024-01-31 21:00:00,2023,1,20,Atletico Madrid,Rayo Vallecano,2.0,1.0,W,3,0.56,13.200000000000001,8.0,1.75,1.2,1.9,0.0,0.0,5.3,8.0,0.0,2.0,0.10019999999999998,0.9,17.0,20.0,1.0,7.0,3.0,0.0,2.0,9.0,20.0,0.0,1.0,60.524899999999995
838,2024-01-22 21:00:00,2023,0,21,Atletico Madrid,Granada,1.0,0.0,W,3,0.506,13.020000000000001,8.0,1.7950000000000002,1.02,1.99,0.0,0.0,5.03,8.0,0.0,2.0,0.009999999999999995,1.4,21.0,30.0,0.5,6.0,3.0,0.0,0.0,10.0,30.0,0.0,0.0,52.670300000000005
839,2024-01-28 21:00:00,2023,1,22,Atletico Madrid,Valencia,2.0,0.0,W,3,0.5006,13.002,8.0,1.7995,1.002,1.999,0.0,0.0,5.003,8.0,0.0,2.0,0.0009999999999999994,0.79,24.6,21.3,1.38,14.2,3.6,0.0,0.0,13.6,21.3,0.0,1.0,45.099599999999995
840,2024-02-04 21:00:00,2023,0,23,Atletico Madrid,Real Madrid,1.0,1.0,D,1,0.50006,13.000200000000001,8.0,1.7999500000000002,1.0002,1.9999,0.0,0.0,5.0003,8.0,0.0,2.0,9.999999999999991e-05,0.2,9.0,15.0,0.7,1.0,3.0,0.0,1.0,2.0,15.0,0.0,0.0,55.824799999999996
841,2024-02-11 18:30:00,2023,0,24,Atletico Madrid,Sevilla,0.0,1.0,L,0,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.3,13.0,9.0,1.4,6.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,52.472100000000005
842,2024-02-17 14:00:00,2023,1,25,Atletico Madrid,Las Palmas,5.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.8,31.0,42.0,0.8,13.0,5.0,0.0,1.0,12.0,42.0,0.0,0.0,55.510099999999994
843,2024-02-24 21:00:00,2023,0,26,Atletico Madrid,Almeria,2.0,2.0,D,1,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.6,17.0,21.0,0.8,2.0,4.0,0.0,1.0,8.0,21.0,0.0,0.0,2.9799
844,2024-03-03 16:15:00,2023,1,27,Atletico Madrid,Real Betis,2.0,1.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.49986,25.9979,14.9994,0.5002,6.9994,6.9993,0.0,0.0,10.999,14.9994,0.0,0.9999,51.2238
845,2024-03-09 16:15:00,2023,0,28,Atletico Madrid,Cadiz,0.0,2.0,L,0,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.5,14.0,10.0,0.5,4.0,6.0,0.0,0.0,8.0,10.0,0.0,4.0,0.2703
846,2024-03-17 21:00:00,2023,1,29,Atletico Madrid,Barcelona,0.0,3.0,L,0,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.7,17.0,19.0,0.7,8.0,2.0,0.0,2.0,8.0,19.0,0.0,0.0,0.0
847,2024-04-01 21:00:00,2023,0,30,Atletico Madrid,Villarreal,2.0,1.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.7,9.0,14.0,1.5,2.0,2.0,0.0,0.0,8.0,14.0,0.0,2.0,54.2093
848,2024-04-13 14:00:00,2023,1,31,Atletico Madrid,Girona,3.0,1.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,2.3,22.0,19.0,1.5,5.0,3.0,1.0,3.0,9.0,19.0,0.0,2.0,52.670300000000005
849,2024-04-21 18:30:00,2023,0,32,Atletico Madrid,Alaves,0.0,2.0,L,0,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.7,6.0,14.0,2.4,1.0,0.0,0.0,0.0,4.0,14.0,0.0,1.0,0.09269999999999999
850,2024-04-27 21:00:00,2023,1,33,Atletico Madrid,Athletic Club,3.0,1.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.6002500000000001,12.002400000000002,12.0013,1.09992,4.0003,2.0008,0.0,0.0,9.000499999999999,12.0013,0.0,9.999999999999991e-05,9.999999999999991e-05
851,2024-05-04 21:00:00,2023,0,34,Atletico Madrid,Mallorca,1.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.5,16.0,13.0,3.7,9.0,3.0,2.0,0.0,7.0,13.0,1.0,1.0,56.036199999999994
852,2024-05-12 16:15:00,2023,1,35,Atletico Madrid,Celta Vigo,1.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.4,12.0,13.0,1.2,1.0,8.0,1.0,1.0,5.0,13.0,0.0,1.0,53.687
853,2024-05-15 22:00:00,2023,0,36,Atletico Madrid,Getafe,3.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.2,17.0,14.0,3.1,4.0,2.0,0.0,0.0,5.0,14.0,0.0,1.0,47.004000000000005
854,2024-05-19 19:00:00,2023,1,37,Atletico Madrid,Osasuna,1.0,4.0,L,0,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.2,23.0,25.0,0.7,7.0,2.0,0.0,0.0,7.0,25.0,0.0,0.0,63.9563
855,2024-05-25 16:15:00,2023,0,38,Atletico Madrid,Real Sociedad,2.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.6,20.0,18.0,0.6,8.0,4.0,0.0,0.0,7.0,18.0,0.0,1.0,58.2686
856,2024-08-19 21:30:00,2024,0,1,Atletico Madrid,Villarreal,2.0,2.0,D,1,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,1.7,9.0,14.0,1.5,2.0,2.0,0.0,0.0,8.0,14.0,0.0,2.0,45.9942
857,2024-08-25 21:30:00,2024,1,2,Atletico Madrid,Girona,3.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,2.3,22.0,19.0,1.5,5.0,3.0,1.0,3.0,9.0,19.0,0.0,2.0,47.0478
858,2024-08-28 21:30:00,2024,1,3,Atletico Madrid,Espanyol,0.0,0.0,D,1,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,2.7,0.8,11.0,12.0,1.1,3.0,4.0,0.0,0.0,5.0,12.0,0.0,1.0,48.4953
859,2024-08-31 19:00:00,2024,0,4,Atletico Madrid,Athletic Club,1.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.26999999999999996,0.6,12.0,12.0,1.1,4.0,2.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0
860,2024-09-15 21:00:00,2024,1,5,Atletico Madrid,Valencia,3.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.02699999999999999,0.7,25.0,22.0,1.4,15.0,4.0,0.0,0.0,14.0,22.0,0.0,1.0,45.6483
861,2024-09-22 21:00:00,2024,0,6,Atletico Madrid,Rayo Vallecano,1.0,1.0,D,1,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,2.7027,0.7,7.0,9.0,1.7,1.0,2.0,1.0,0.0,2.0,9.0,0.0,0.0,56.882600000000004
862,2024-09-26 21:00:00,2024,0,7,Atletico Madrid,Celta Vigo,1.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.2703,0.8,9.0,15.0,1.1,6.0,1.0,0.0,1.0,9.0,15.0,0.0,1.0,50.9997
863,2024-09-29 21:00:00,2024,1,8,Atletico Madrid,Real Madrid,1.0,1.0,D,1,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.02699999999999999,0.2,9.0,15.0,0.7,1.0,3.0,0.0,1.0,2.0,15.0,0.0,0.0,55.8957
864,2024-10-06 21:00:00,2024,0,9,Atletico Madrid,Real Sociedad,1.0,1.0,D,1,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,2.7027,1.7,23.0,28.0,0.8,8.0,7.0,0.0,2.0,10.0,28.0,0.0,0.0,47.999500000000005
865,2024-10-20 16:15:00,2024,1,10,Atletico Madrid,Leganes,3.0,1.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.2703,0.8,12.0,15.0,0.2,4.0,2.0,0.0,0.0,8.0,15.0,0.0,0.0,58.4912
866,2017-08-20 20:15:00,2017,1,1,Barcelona,Real Betis,2.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.927,0.7,7.0,9.0,1.7,1.0,2.0,1.0,0.0,2.0,9.0,0.0,0.0,56.129799999999996
867,2017-08-26 18:15:00,2017,0,2,Barcelona,Alaves,2.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.09269999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,2017-09-09 20:45:00,2017,1,3,Barcelona,Espanyol,5.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.9093,1.3,24.0,21.0,0.9,12.0,5.0,0.0,0.0,10.0,21.0,0.0,1.0,48.4953
869,2017-09-16 16:15:00,2017,0,4,Barcelona,Getafe,2.0,1.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,0.9909,0.8,11.0,12.0,1.1,3.0,4.0,0.0,0.0,5.0,12.0,0.0,1.0,52.067
870,2017-09-19 22:00:00,2017,1,5,Barcelona,Eibar,6.0,1.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,2.7991,1.3,20.0,16.0,1.5,6.0,3.0,0.0,0.0,9.0,16.0,0.0,5.0,50.974999999999994
871,2017-09-23 20:45:00,2017,0,6,Barcelona,Girona,3.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,2.9799,1.2,17.0,14.0,3.1,4.0,2.0,0.0,0.0,5.0,14.0,0.0,1.0,50.3687
872,2017-10-01 16:15:00,2017,1,7,Barcelona,Las Palmas,3.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,1.198,1.3,12.0,20.0,1.3,5.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,50.91
873,2017-10-14 20:45:00,2017,0,8,Barcelona,Atletico Madrid,1.0,1.0,D,1,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,1.0198,0.6,12.0,12.0,1.1,4.0,2.0,0.0,0.0,9.0,12.0,0.0,0.0,0.02699999999999999
874,2017-10-21 20:45:00,2017,1,9,Barcelona,Malaga,2.0,0.0,W,3,0.5,13.0,8.0,1.8,1.0,2.0,0.0,0.0,5.0,8.0,0.0,2.0,1.002,2.1,14.0,18.0,0.2,9.0,1.0,0.0,0.0,8.0,18.0,1.0,1.0,63.9563
875,2017-10-28 20:45:00,2017,0,10,Barcelona,Athletic Club,2.0,0.0,W,3,1.1300000000000001,22.900000000000002,26.0,0.44999999999999996,7.3,2.9000000000000004,0.0,0.0,11.3,26.0,0.0,1.1,0.10019999999999998,0.7,11.0,13.0,0.8,2.0,5.0,0.0,2.0,4.0,13.0,0.0,0.0,0.0
876,2017-11-04 20:45:00,2017,1,11,Barcelona,Sevilla,2.0,1.0,W,3,1.193,23.89,27.799999999999997,0.315,7.93,2.99,0.0,0.0,11.93,27.799999999999997,0.0,1.01,0.009999999999999995,1.7,23.0,28.0,0.8,8.0,7.0,0.0,2.0,10.0,28.0,0.0,0.0,48.315
877,2017-11-18 16:15:00,2017,0,12,Barcelona,Leganes,3.0,0.0,W,3,1.1993,23.989,27.979999999999997,0.3015,7.993,2.999,0.0,0.0,11.993,27.979999999999997,0.0,1.001,0.0009999999999999994,0.8,23.0,25.0,1.9,12.0,0.0,0.0,0.0,9.0,25.0,0.0,1.0,52.067
878,2017-11-26 20:45:00,2017,0,13,Barcelona,Valencia,1.0,1.0,D,1,1.1999300000000002,23.9989,27.997999999999998,0.30015000000000003,7.9993,2.9999000000000002,0.0,0.0,11.9993,27.997999999999998,0.0,1.0001,9.999999999999991e-05,0.2,10.0,8.0,0.4,1.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,47.7209
879,2017-12-02 13:00:00,2017,1,14,Barcelona,Celta Vigo,2.0,2.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,0.5,17.0,17.0,2.6,10.0,1.0,2.0,0.0,5.0,17.0,0.0,0.0,0.0
880,2017-12-10 20:45:00,2017,0,15,Barcelona,Villarreal,2.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,0.4,10.0,15.0,1.5,5.0,1.0,0.0,0.0,2.0,15.0,0.0,0.0,39.8315
881,2017-12-17 20:45:00,2017,1,16,Barcelona,Deportivo La Coruna,4.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,0.8,9.0,15.0,1.1,6.0,1.0,0.0,1.0,9.0,15.0,0.0,1.0,51.100699999999996
882,2017-12-23 13:00:00,2017,0,17,Barcelona,Real Madrid,3.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,0.20013000000000003,4.0022,16.9998,2.8997599999999997,3.0004,0.0006999999999999993,1.9998,0.0,4.0007,16.9998,0.0,9.999999999999991e-05,51.2238
883,2018-01-07 16:15:00,2017,1,18,Barcelona,Levante,3.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,0.9998,10.001999999999999,4.011,0.9992,1.0030000000000001,1.001,0.0,0.999,1.007,4.011,0.0,0.0,53.2379
884,2018-01-14 20:45:00,2017,0,19,Barcelona,Real Sociedad,4.0,2.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.8,13.0,13.0,2.1,5.0,3.0,0.0,1.0,8.0,13.0,0.0,2.0,56.129799999999996
885,2018-01-21 20:45:00,2017,0,20,Barcelona,Real Betis,5.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,0.7,7.0,9.0,1.7,1.0,2.0,1.0,0.0,2.0,9.0,0.0,0.0,56.719
886,2018-01-28 20:45:00,2017,1,21,Barcelona,Alaves,2.0,1.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0
887,2018-02-04 16:15:00,2017,0,22,Barcelona,Espanyol,1.0,1.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.3,24.0,21.0,0.9,12.0,5.0,0.0,0.0,10.0,21.0,0.0,1.0,47.0478
888,2018-02-11 16:15:00,2017,1,23,Barcelona,Getafe,0.0,0.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.9,17.0,28.0,1.1,3.0,2.0,0.0,0.0,10.0,28.0,0.0,2.0,50.9747
889,2018-02-17 16:15:00,2017,0,24,Barcelona,Eibar,2.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.3,20.0,16.0,1.5,6.0,3.0,0.0,0.0,9.0,16.0,0.0,5.0,50.8705
890,2018-02-24 20:45:00,2017,1,25,Barcelona,Girona,6.0,1.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.4,21.0,19.0,0.5,8.0,1.0,0.0,0.0,11.0,19.0,0.0,0.0,47.0397
891,2018-03-01 20:00:00,2017,0,26,Barcelona,Las Palmas,1.0,1.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.3,12.0,20.0,1.3,5.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,48.751000000000005
892,2018-03-04 16:15:00,2017,1,27,Barcelona,Atletico Madrid,1.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,2.1,20.0,10.0,0.4,8.0,5.0,0.0,2.0,9.0,10.0,0.0,1.0,0.0
893,2018-03-10 20:45:00,2017,0,28,Barcelona,Malaga,2.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.7,25.0,19.0,1.3,6.0,7.0,1.0,1.0,8.0,19.0,0.0,0.0,50.7888
894,2018-03-18 16:15:00,2017,1,29,Barcelona,Athletic Club,2.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,0.7,11.0,13.0,0.8,2.0,5.0,0.0,2.0,4.0,13.0,0.0,0.0,1.002
895,2018-03-31 20:45:00,2017,0,30,Barcelona,Sevilla,2.0,2.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.0,1.7,23.0,28.0,0.8,8.0,7.0,0.0,2.0,10.0,28.0,0.0,0.0,45.9427
896,2018-04-07 20:45:00,2017,1,31,Barcelona,Leganes,3.0,1.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,2.7,1.3,18.0,20.0,1.0,5.0,6.0,0.0,0.0,8.0,20.0,0.0,1.0,50.9747
897,2018-04-14 16:15:00,2017,1,32,Barcelona,Valencia,2.0,1.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.26999999999999996,0.7,20.0,16.0,1.6,5.0,3.0,0.0,0.0,6.0,16.0,0.0,0.0,51.461200000000005
898,2018-04-17 21:00:00,2017,0,33,Barcelona,Celta Vigo,2.0,2.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.02699999999999999,0.5,17.0,17.0,2.6,10.0,1.0,2.0,0.0,5.0,17.0,0.0,0.0,2.7991
899,2018-05-09 20:00:00,2017,1,34,Barcelona,Villarreal,5.0,1.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,2.7027,0.4,10.0,15.0,1.5,5.0,1.0,0.0,0.0,2.0,15.0,0.0,0.0,48.8548
900,2018-04-29 20:45:00,2017,0,35,Barcelona,Deportivo La Coruna,4.0,2.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.2703,1.3,20.0,16.0,1.5,6.0,3.0,0.0,0.0,9.0,16.0,0.0,5.0,50.9997
901,2018-05-06 20:45:00,2017,1,36,Barcelona,Real Madrid,2.0,2.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.02699999999999999,0.2,4.0,17.0,2.9,3.0,0.0,2.0,0.0,4.0,17.0,0.0,0.0,58.4912
902,2018-05-13 20:45:00,2017,0,37,Barcelona,Levante,4.0,5.0,L,0,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,2.7027,1.0,10.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,53.912
903,2018-05-20 20:45:00,2017,1,38,Barcelona,Real Sociedad,1.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.2703,1.8,13.0,13.0,2.1,5.0,3.0,0.0,1.0,8.0,13.0,0.0,2.0,56.719
904,2018-08-18 22:15:00,2018,1,1,Barcelona,Alaves,3.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.927,1.1,10.0,10.0,1.3,2.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,1.002
905,2018-08-25 22:15:00,2018,0,2,Barcelona,Valladolid,1.0,0.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.09269999999999999,0.7,25.0,22.0,1.4,15.0,4.0,0.0,0.0,14.0,22.0,0.0,1.0,54.2093
906,2018-09-02 18:30:00,2018,1,3,Barcelona,Huesca,8.0,2.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.9093,1.3,9.0,14.0,2.0,1.0,0.0,1.0,0.0,5.0,14.0,0.0,0.0,50.9747
907,2018-09-15 16:15:00,2018,0,4,Barcelona,Real Sociedad,2.0,1.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,0.9909,0.44999999999999996,15.7,10.3,3.1799999999999997,3.2,3.0,0.0,0.09999999999999998,4.4,10.3,0.0,0.19999999999999996,58.7892
908,2018-09-23 20:45:00,2018,1,5,Barcelona,Girona,2.0,2.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,2.7991,1.4,21.0,19.0,0.5,8.0,1.0,0.0,0.0,11.0,19.0,0.0,0.0,53.687
909,2018-09-26 20:00:00,2018,0,6,Barcelona,Leganes,1.0,2.0,L,0,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,2.9799,1.3,18.0,20.0,1.0,5.0,6.0,0.0,0.0,8.0,20.0,0.0,1.0,47.004000000000005
910,2018-09-29 16:15:00,2018,1,7,Barcelona,Athletic Club,1.0,1.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,1.198,0.9,20.0,14.0,1.0,6.0,4.0,1.0,0.0,8.0,14.0,0.0,1.0,0.0
911,2018-10-07 20:45:00,2018,0,8,Barcelona,Valencia,1.0,1.0,D,1,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,1.0198,0.7,20.0,16.0,1.6,5.0,3.0,0.0,0.0,6.0,16.0,0.0,0.0,49.6896
912,2018-10-20 20:45:00,2018,1,9,Barcelona,Sevilla,4.0,2.0,W,3,1.2,24.0,28.0,0.3,8.0,3.0,0.0,0.0,12.0,28.0,0.0,1.0,1.002,2.5,21.0,21.0,0.3,8.0,3.0,0.0,1.0,11.0,21.0,1.0,2.0,52.5082
913,2018-10-28 16:15:00,2018,1,10,Barcelona,Real Madrid,5.0,1.0,W,3,0.57,16.8,13.6,2.55,9.8,2.1,0.9,0.0,8.4,13.6,0.0,0.09999999999999998,0.10019999999999998,0.2,4.0,17.0,2.9,3.0,0.0,2.0,0.0,4.0,17.0,0.0,0.0,56.719
914,2018-11-03 20:45:00,2018,0,11,Barcelona,Rayo Vallecano,3.0,2.0,W,3,0.507,16.08,12.16,2.775,9.98,2.01,0.99,0.0,8.04,12.16,0.0,0.009999999999999995,0.009999999999999995,0.4,5.0,10.0,1.3,2.0,2.0,1.0,0.0,4.0,10.0,0.0,1.0,56.129799999999996
915,2018-11-11 16:15:00,2018,1,12,Barcelona,Real Betis,3.0,4.0,L,0,0.5007,16.008,12.016,2.7975,9.998,2.001,0.999,0.0,8.004,12.016,0.0,0.0009999999999999994,0.0009999999999999994,1.3,15.0,9.0,0.1,7.0,4.0,0.0,0.0,8.0,9.0,0.0,2.0,58.475300000000004
916,2018-11-24 20:45:00,2018,0,13,Barcelona,Atletico Madrid,1.0,1.0,D,1,0.50007,16.000799999999998,12.0016,2.79975,9.9998,2.0000999999999998,0.9999,0.0,8.000399999999999,12.0016,0.0,9.999999999999991e-05,9.999999999999991e-05,2.1,20.0,10.0,0.4,8.0,5.0,0.0,2.0,9.0,10.0,0.0,1.0,0.9093
