,SCA Types__SCA,SCA Types__PassLive,SCA Types__PassDead,SCA Types__TO,SCA Types__Sh,SCA Types__Fld,SCA Types__Def,GCA Types__GCA,GCA Types__PassLive,GCA Types__PassDead,GCA Types__TO,GCA Types__Sh,GCA Types__Fld,GCA Types__Def
0,15.0,7.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22.0,11.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2,8.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,38.0,27.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
4,30.0,23.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0
5,23.0,19.0,2.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0
6,25.0,22.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0
7,18.0,14.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0
8,16.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
9,14.0,9.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
10,13.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,26.0,16.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,24.0,17.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,24.0,18.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,27.0,20.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0
16,15.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,26.0,18.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
18,15.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,23.0,17.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20,10.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,26.0,17.0,4.0,0.0,3.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0
22,17.0,13.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,20.0,13.0,4.0,2.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
24,42.0,31.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
25,19.0,9.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,20.0,15.0,3.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
27,43.0,32.0,5.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
28,12.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,27.0,14.0,5.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,22.0,17.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
31,13.0,7.0,2.0,2.0,0.0,1.0,1.0,9.0,6.0,0.0,2.0,0.0,0.0,1.0
32,15.0,12.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
33,22.0,17.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
34,25.0,16.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,26.0,17.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,11.0,7.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
37,24.0,13.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,12.0,9.0,1.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
39,39.0,36.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
40,19.0,12.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,17.0,8.0,4.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0
42,35.0,27.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
43,10.0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
44,20.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,21.0,16.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,12.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,23.0,18.0,2.0,1.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
48,15.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,34.0,23.0,2.0,3.0,3.0,2.0,1.0,9.0,6.0,1.0,1.0,1.0,0.0,0.0
50,27.0,22.0,2.0,2.0,1.0,0.0,0.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0
51,19.0,13.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
52,12.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
53,18.0,11.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,38.0,26.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
55,9.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,26.0,25.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
57,15.0,13.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
58,26.0,15.0,5.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
59,19.0,16.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0
60,14.0,7.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
61,10.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,24.0,19.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
63,14.0,12.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
64,19.0,11.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
65,13.0,9.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
66,21.0,12.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
67,30.0,22.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
68,27.0,20.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
69,15.0,7.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,27.0,13.0,5.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,28.0,17.0,5.0,2.0,2.0,1.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0
72,24.0,11.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,23.0,15.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
74,22.0,16.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
75,21.0,14.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,17.0,14.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
77,33.0,28.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
78,19.0,13.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
79,15.0,12.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
80,28.0,21.0,1.0,1.0,3.0,1.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0
81,21.0,14.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,21.0,15.0,1.0,1.0,2.0,2.0,0.0,11.0,7.0,1.0,0.0,2.0,1.0,0.0
83,21.0,13.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84,19.0,13.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,20.0,12.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,16.0,12.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
87,29.0,18.0,3.0,4.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
88,14.0,6.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,28.0,22.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
90,53.0,44.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,19.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
92,24.0,21.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
93,14.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,23.0,18.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,20.0,15.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,11.0,8.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
97,20.0,12.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
98,25.0,15.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,24.0,16.0,2.0,2.0,1.0,3.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0
100,20.0,14.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
101,21.0,12.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,38.0,28.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
103,12.0,7.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
104,14.0,11.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0
105,26.0,19.0,2.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0
106,23.0,14.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,15.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
108,28.0,18.0,2.0,2.0,1.0,4.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0
109,36.0,23.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
110,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,30.0,16.0,6.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0
112,16.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,17.0,11.0,3.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
114,17.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,17.0,11.0,2.0,0.0,1.0,2.0,1.0,7.0,3.0,2.0,0.0,0.0,2.0,0.0
116,22.0,18.0,1.0,2.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0
117,28.0,19.0,4.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
118,14.0,10.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,26.0,25.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
120,25.0,15.0,3.0,2.0,3.0,1.0,1.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0
121,15.0,11.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
122,26.0,20.0,2.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
123,19.0,7.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
124,22.0,13.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0
125,18.0,7.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,21.0,11.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,16.0,8.0,3.0,1.0,0.0,4.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
128,14.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,19.0,11.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,18.0,12.0,2.0,3.0,0.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0
131,35.0,28.0,4.0,3.0,0.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
132,20.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,36.0,21.0,1.0,7.0,4.0,3.0,0.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0
134,20.0,16.0,1.0,2.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0
135,13.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,22.0,21.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0
137,29.0,17.0,6.0,3.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0
138,43.0,38.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
139,13.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,25.0,20.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,31.0,21.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,29.0,26.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,18.0,14.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
144,25.0,17.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
145,12.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,24.0,17.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
147,15.0,11.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,29.0,25.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
149,9.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
150,22.0,17.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,13.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,19.0,18.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
153,48.0,28.0,8.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
154,22.0,11.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,32.0,19.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
156,25.0,17.0,3.0,4.0,1.0,0.0,0.0,11.0,5.0,2.0,3.0,1.0,0.0,0.0
157,19.0,17.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
158,45.0,29.0,9.0,3.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
159,23.0,17.0,1.0,3.0,1.0,0.0,1.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0
160,6.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
161,15.0,9.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
162,10.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,24.0,19.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
164,30.0,24.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,33.0,24.0,2.0,5.0,0.0,2.0,0.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0
166,20.0,11.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,22.0,18.0,0.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
168,29.0,21.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,42.0,32.0,1.0,6.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
170,34.0,20.0,3.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,7.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
172,14.0,7.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,27.0,8.0,3.0,6.0,2.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
174,25.0,21.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
175,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
177,29.0,19.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
178,25.0,18.0,3.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
179,24.0,17.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
180,12.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
181,23.0,14.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
182,33.0,21.0,4.0,3.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
183,22.0,19.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
184,33.0,24.0,0.0,5.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
185,28.0,19.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,13.0,10.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
187,16.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
188,15.0,10.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0
189,25.0,17.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
190,27.0,19.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
191,21.0,16.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
192,30.0,19.0,4.0,4.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0
193,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
194,20.0,13.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
195,25.0,16.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
196,29.0,20.0,4.0,2.0,1.0,2.0,0.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0
197,23.0,13.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
198,13.0,8.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,17.0,10.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
200,28.0,19.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
201,18.0,10.0,3.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0
202,22.0,15.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,24.0,18.0,1.0,2.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,1.0,2.0,0.0
204,27.0,19.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,21.0,13.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
206,25.0,19.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
207,13.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,14.0,10.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
209,28.0,24.0,0.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
210,12.0,9.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
211,20.0,13.0,2.0,3.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
212,26.0,18.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
213,20.0,19.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
214,15.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
215,25.0,22.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0
216,18.0,13.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,17.0,11.0,1.0,2.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0
218,53.0,46.0,2.0,2.0,0.0,3.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0
219,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,23.0,19.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
221,24.0,13.0,3.0,5.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
222,20.0,13.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
223,24.0,16.0,2.0,2.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,0.0
224,17.0,13.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
225,26.0,21.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,24.0,19.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0
227,21.0,14.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
228,24.0,17.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,8.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,23.0,15.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
231,22.0,17.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
232,25.0,13.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,17.0,13.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
234,16.0,12.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,20.0,15.0,1.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
236,25.0,21.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
237,12.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
