,Standard__Gls,Standard__Sh,Standard__SoT,Standard__SoT%,Standard__G/Sh,Standard__G/SoT,Standard__Dist,Standard__FK,Standard__PK,Standard__PKatt
1406,0,10.0,3.0,30.0,0.0,0.0,20.4,0.0,0,0
1407,0,16.0,3.0,18.8,0.0,0.0,18.2,1.0,0,0
1408,2,11.0,4.0,36.4,0.18,0.5,15.9,2.0,0,0
1409,1,9.0,2.0,22.2,0.11,0.5,15.5,0.0,0,0
1410,2,19.0,5.0,26.3,0.11,0.4,16.5,0.0,0,0
1411,2,15.0,7.0,46.7,0.13,0.29,14.6,0.0,0,0
1412,3,8.0,1.0,12.5,0.13,1.0,16.7,0.0,2,2
1413,0,12.0,2.0,16.7,0.0,0.0,22.7,0.0,0,0
1414,3,11.0,4.0,36.4,0.27,0.75,13.7,0.0,0,0
1415,0,5.0,3.0,60.0,0.0,0.0,16.8,0.0,0,0
1416,1,5.0,1.0,20.0,0.0,0.0,16.0,0.0,1,1
1417,2,11.0,5.0,45.5,0.18,0.4,16.3,0.0,0,0
1418,2,4.0,3.0,75.0,0.5,0.67,18.4,0.0,0,0
1419,1,22.0,6.0,27.3,0.0,0.0,16.4,0.0,1,1
1420,0,8.0,4.0,50.0,0.0,0.0,19.3,0.0,0,0
1421,2,12.0,3.0,25.0,0.17,0.67,17.4,0.0,0,0
1422,1,13.0,4.0,30.8,0.08,0.25,22.3,0.0,0,0
1423,0,5.0,0.0,0.0,0.0,,11.5,0.0,0,0
1424,0,6.0,1.0,16.7,0.0,0.0,19.8,0.0,0,0
1425,2,15.0,5.0,33.3,0.07,0.2,17.4,1.0,1,1
1426,2,11.0,3.0,27.3,0.09,0.33,18.0,1.0,1,1
1427,3,14.0,6.0,42.9,0.21,0.5,16.2,1.0,0,0
1428,0,3.0,2.0,66.7,0.0,0.0,17.8,0.0,0,0
1429,0,14.0,1.0,7.1,0.0,0.0,21.5,1.0,0,0
1430,1,9.0,2.0,22.2,0.11,0.5,14.0,0.0,0,0
1431,1,18.0,6.0,33.3,0.06,0.17,13.7,1.0,0,0
1432,4,5.0,3.0,60.0,0.6,1.0,28.1,2.0,1,1
1433,0,7.0,2.0,28.6,0.0,0.0,18.6,0.0,0,0
1434,0,12.0,3.0,25.0,0.0,0.0,17.7,0.0,0,0
1435,5,21.0,11.0,52.4,0.24,0.45,16.7,1.0,0,0
1436,0,13.0,2.0,15.4,0.0,0.0,19.4,0.0,0,0
1437,1,8.0,3.0,37.5,0.13,0.33,15.7,0.0,0,0
1438,0,12.0,4.0,33.3,0.0,0.0,18.2,0.0,0,0
1439,0,9.0,5.0,55.6,0.0,0.0,17.9,1.0,0,0
1440,1,14.0,3.0,21.4,0.07,0.33,17.8,0.0,0,0
1441,1,14.0,1.0,7.1,0.07,1.0,17.3,1.0,0,0
1442,0,13.0,4.0,30.8,0.0,0.0,16.9,0.0,0,0
1443,0,13.0,1.0,7.7,0.0,0.0,18.2,1.0,0,0
1444,0,8.0,1.0,12.5,0.0,0.0,23.9,0.0,0,0
1445,0,10.0,1.0,10.0,0.0,0.0,18.0,0.0,0,0
1446,0,7.0,2.0,28.6,0.0,0.0,17.7,2.0,0,0
1447,1,23.0,12.0,52.2,0.04,0.08,17.7,1.0,0,0
1448,1,13.0,3.0,23.1,0.08,0.33,20.9,0.0,0,0
1449,0,7.0,2.0,28.6,0.0,0.0,21.0,1.0,0,0
1450,0,7.0,3.0,42.9,0.0,0.0,19.7,0.0,0,0
1451,1,15.0,4.0,26.7,0.07,0.25,18.5,0.0,0,0
1452,2,10.0,6.0,60.0,0.1,0.17,13.8,0.0,1,1
1453,1,12.0,3.0,25.0,0.08,0.33,18.9,0.0,0,0
1454,1,18.0,5.0,27.8,0.06,0.2,18.6,1.0,0,0
1455,1,14.0,3.0,21.4,0.07,0.33,12.1,0.0,0,0
1456,1,11.0,3.0,27.3,0.0,0.0,23.9,0.0,1,1
1457,0,9.0,3.0,33.3,0.0,0.0,18.2,1.0,0,0
1458,1,18.0,5.0,27.8,0.06,0.2,20.1,2.0,0,0
1459,1,10.0,3.0,30.0,0.1,0.33,17.6,2.0,0,0
1460,0,7.0,3.0,42.9,0.0,0.0,23.3,1.0,0,0
1461,3,9.0,5.0,55.6,0.33,0.6,18.2,0.0,0,0
1462,1,20.0,3.0,15.0,0.05,0.33,18.4,2.0,0,0
1463,4,10.0,6.0,60.0,0.4,0.67,14.1,0.0,0,1
1464,0,11.0,3.0,27.3,0.0,0.0,17.8,0.0,0,0
1465,2,10.0,4.0,40.0,0.1,0.25,22.9,1.0,1,1
1466,0,9.0,2.0,22.2,0.0,0.0,18.5,0.0,0,0
1467,0,18.0,6.0,33.3,0.0,0.0,20.1,0.0,0,0
1468,0,8.0,1.0,12.5,0.0,0.0,20.7,0.0,0,0
1469,2,13.0,5.0,38.5,0.08,0.2,16.0,1.0,1,1
1470,2,13.0,8.0,61.5,0.15,0.25,15.3,0.0,0,0
1471,0,4.0,2.0,50.0,0.0,0.0,12.4,0.0,0,0
1472,0,11.0,5.0,45.5,0.0,0.0,17.0,0.0,0,1
1473,1,14.0,6.0,42.9,0.07,0.17,18.6,1.0,0,0
1474,2,15.0,7.0,46.7,0.13,0.29,20.6,0.0,0,0
1475,3,24.0,11.0,45.8,0.13,0.27,17.5,0.0,0,0
1476,1,10.0,3.0,30.0,0.1,0.33,20.2,1.0,0,0
1477,0,9.0,1.0,11.1,0.0,0.0,8.7,0.0,0,0
1478,2,23.0,3.0,13.0,0.04,0.33,18.9,2.0,1,1
1479,5,10.0,7.0,70.0,0.5,0.71,13.3,0.0,0,0
1480,1,8.0,1.0,12.5,0.0,0.0,25.6,2.0,1,1
1481,2,17.0,8.0,47.1,0.12,0.25,17.5,1.0,0,0
1482,1,16.0,5.0,31.3,0.06,0.2,19.2,1.0,0,0
1483,2,7.0,3.0,42.9,0.29,0.67,21.3,1.0,0,0
1484,1,6.0,2.0,33.3,0.17,0.5,13.4,0.0,0,0
1485,1,14.0,6.0,42.9,0.07,0.17,14.2,0.0,0,0
1486,2,18.0,6.0,33.3,0.06,0.17,22.5,0.0,1,1
1487,3,18.0,6.0,33.3,0.17,0.5,19.5,0.0,0,1
1488,1,11.0,5.0,45.5,0.09,0.2,20.7,1.0,0,0
1489,0,5.0,0.0,0.0,0.0,,13.6,0.0,0,0
1490,0,11.0,0.0,0.0,0.0,,18.3,0.0,0,0
1491,1,10.0,3.0,30.0,0.1,0.33,18.1,1.0,0,0
1492,0,11.0,4.0,36.4,0.0,0.0,15.0,0.0,0,0
1493,3,7.0,3.0,42.9,0.29,0.67,16.0,0.0,1,1
1494,1,3.0,1.0,33.3,0.0,0.0,16.1,0.0,1,1
1495,3,10.0,4.0,40.0,0.3,0.75,13.2,1.0,0,0
1496,1,11.0,4.0,36.4,0.09,0.25,23.1,1.0,0,0
1497,1,11.0,3.0,27.3,0.09,0.33,15.2,0.0,0,0
1498,1,13.0,8.0,61.5,0.08,0.13,14.7,0.0,0,0
1499,2,8.0,5.0,62.5,0.13,0.2,25.2,1.0,1,1
1500,2,17.0,7.0,41.2,0.12,0.29,16.5,2.0,0,0
1501,2,17.0,8.0,47.1,0.12,0.25,19.7,2.0,0,0
1502,0,11.0,2.0,18.2,0.0,0.0,25.6,0.0,0,0
1503,2,9.0,6.0,66.7,0.22,0.33,14.5,0.0,0,0
1504,2,17.0,5.0,29.4,0.12,0.4,13.1,2.0,0,0
1505,2,10.0,4.0,40.0,0.2,0.5,17.4,0.0,0,0
1506,2,9.0,3.0,33.3,0.22,0.67,12.9,0.0,0,0
1507,0,19.0,4.0,21.1,0.0,0.0,19.2,2.0,0,0
1508,0,10.0,1.0,10.0,0.0,0.0,12.6,0.0,0,0
1509,2,8.0,4.0,50.0,0.25,0.5,13.3,0.0,0,0
1510,2,15.0,6.0,40.0,0.13,0.33,21.9,2.0,0,0
1511,1,13.0,4.0,30.8,0.08,0.25,20.1,1.0,0,0
1512,2,14.0,7.0,50.0,0.14,0.29,16.1,0.0,0,0
1513,2,10.0,3.0,30.0,0.1,0.33,19.1,0.0,1,1
1514,0,9.0,1.0,11.1,0.0,0.0,14.0,0.0,0,0
1515,2,13.0,4.0,30.8,0.08,0.25,17.1,1.0,1,1
1516,2,9.0,7.0,77.8,0.22,0.29,17.1,0.0,0,0
1517,0,9.0,2.0,22.2,0.0,0.0,21.1,0.0,0,0
1518,2,18.0,8.0,44.4,0.11,0.25,16.0,0.0,0,0
1519,2,8.0,3.0,37.5,0.25,0.67,19.5,1.0,0,0
1520,1,11.0,5.0,45.5,0.09,0.2,20.5,1.0,0,0
1521,0,11.0,2.0,18.2,0.0,0.0,13.3,0.0,0,0
1522,3,17.0,11.0,64.7,0.18,0.27,17.3,1.0,0,0
1523,1,7.0,3.0,42.9,0.14,0.33,14.2,0.0,0,0
1524,1,13.0,6.0,46.2,0.08,0.17,21.3,0.0,0,1
1525,1,11.0,2.0,18.2,0.0,0.0,19.4,1.0,1,1
1526,1,11.0,5.0,45.5,0.09,0.2,13.6,0.0,0,0
1527,1,15.0,2.0,13.3,0.07,0.5,16.6,0.0,0,0
1528,4,11.0,6.0,54.5,0.27,0.5,23.2,0.0,1,1
1529,0,13.0,2.0,15.4,0.0,0.0,18.7,2.0,0,0
1530,1,4.0,2.0,50.0,0.25,0.5,25.8,2.0,0,0
1531,3,13.0,6.0,46.2,0.15,0.33,17.2,0.0,1,1
1532,0,16.0,4.0,25.0,0.0,0.0,21.3,0.0,0,0
1533,1,9.0,2.0,22.2,0.11,0.5,18.6,1.0,0,0
1534,2,12.0,4.0,33.3,0.17,0.5,13.4,0.0,0,0
1535,0,7.0,2.0,28.6,0.0,0.0,22.8,0.0,0,0
1536,1,13.0,4.0,30.8,0.08,0.25,18.5,1.0,0,0
1537,2,14.0,3.0,21.4,0.14,0.67,19.9,2.0,0,0
1538,1,4.0,4.0,100.0,0.25,0.25,13.7,0.0,0,1
1539,0,6.0,0.0,0.0,0.0,,19.6,2.0,0,0
1540,1,11.0,6.0,54.5,0.09,0.17,19.9,0.0,0,0
1541,0,12.0,0.0,0.0,0.0,,20.0,0.0,0,0
1542,2,14.0,2.0,14.3,0.0,0.0,25.4,1.0,2,2
1543,1,23.0,6.0,26.1,0.04,0.17,17.2,1.0,0,0
1544,0,6.0,2.0,33.3,0.0,0.0,21.9,0.0,0,0
1545,0,12.0,0.0,0.0,0.0,,18.3,2.0,0,0
1546,1,9.0,2.0,22.2,0.11,0.5,18.4,0.0,0,0
1547,1,22.0,4.0,18.2,0.05,0.25,17.0,1.0,0,0
1548,0,10.0,1.0,10.0,0.0,0.0,13.2,0.0,0,0
1549,1,4.0,2.0,50.0,0.25,0.5,10.1,0.0,0,0
1550,1,7.0,2.0,28.6,0.14,0.5,17.4,1.0,0,0
1551,1,10.0,5.0,50.0,0.1,0.2,17.6,0.0,0,1
1552,0,12.0,4.0,33.3,0.0,0.0,17.6,0.0,0,0
1553,1,12.0,4.0,33.3,0.08,0.25,18.1,2.0,0,0
1554,0,10.0,2.0,20.0,0.0,0.0,18.3,0.0,0,0
1555,0,5.0,1.0,20.0,0.0,0.0,19.9,0.0,0,0
1556,0,10.0,4.0,40.0,0.0,0.0,22.3,1.0,0,0
1557,1,6.0,4.0,66.7,0.17,0.25,22.1,0.0,0,0
1558,5,20.0,7.0,35.0,0.25,0.71,15.6,0.0,0,0
1559,2,4.0,3.0,75.0,0.5,0.67,25.5,1.0,0,0
1560,1,2.0,1.0,50.0,0.5,1.0,22.7,0.0,0,0
1561,1,19.0,5.0,26.3,0.05,0.2,19.3,0.0,0,0
1562,0,2.0,2.0,100.0,0.0,0.0,19.8,0.0,0,0
1563,2,15.0,5.0,33.3,0.13,0.4,20.9,2.0,0,0
1564,2,14.0,4.0,28.6,0.07,0.25,24.4,0.0,1,1
1565,2,8.0,4.0,50.0,0.25,0.5,20.6,0.0,0,0
1566,0,15.0,3.0,20.0,0.0,0.0,19.0,1.0,0,0
1567,1,15.0,1.0,6.7,0.07,1.0,20.6,1.0,0,0
1568,2,16.0,3.0,18.8,0.13,0.67,17.4,0.0,0,0
1569,1,5.0,1.0,20.0,0.2,1.0,8.4,0.0,0,0
1570,2,17.0,5.0,29.4,0.12,0.4,17.0,1.0,0,0
1571,1,19.0,7.0,36.8,0.05,0.14,20.3,3.0,0,0
1572,2,8.0,2.0,25.0,0.0,0.0,21.6,1.0,2,2
1573,0,12.0,1.0,8.3,0.0,0.0,18.6,1.0,0,0
1574,2,6.0,2.0,33.3,0.33,1.0,16.7,0.0,0,0
1575,3,7.0,3.0,42.9,0.43,1.0,13.2,0.0,0,0
1576,0,15.0,3.0,20.0,0.0,0.0,15.3,0.0,0,0
1577,3,14.0,5.0,35.7,0.21,0.6,24.0,0.0,0,0
1578,2,10.0,5.0,50.0,0.2,0.4,15.2,1.0,0,0
1579,2,17.0,5.0,29.4,0.12,0.4,17.1,1.0,0,0
1580,0,10.0,4.0,40.0,0.0,0.0,22.8,0.0,0,1
1581,0,9.0,1.0,11.1,0.0,0.0,18.6,2.0,0,1
1582,3,25.0,11.0,44.0,0.12,0.27,16.0,0.0,0,0
1583,2,8.0,3.0,37.5,0.25,0.67,14.1,0.0,0,0
1584,2,8.0,3.0,37.5,0.25,0.67,14.7,1.0,0,0
1585,0,10.0,4.0,40.0,0.0,0.0,21.9,0.0,0,0
1586,2,14.0,5.0,35.7,0.14,0.4,17.3,0.0,0,0
1587,0,12.0,2.0,16.7,0.0,0.0,14.3,0.0,0,0
1588,2,9.0,3.0,33.3,0.22,0.67,16.9,0.0,0,0
1589,5,17.0,10.0,58.8,0.29,0.5,19.7,0.0,0,0
1590,2,7.0,2.0,28.6,0.29,1.0,16.8,0.0,0,0
1591,1,11.0,1.0,9.1,0.09,1.0,15.8,0.0,0,0
1592,0,7.0,0.0,0.0,0.0,,17.5,0.0,0,0
1593,1,19.0,7.0,36.8,0.05,0.14,19.4,2.0,0,0
1594,0,4.0,0.0,0.0,0.0,,18.5,0.0,0,0
1595,2,13.0,3.0,23.1,0.15,0.67,19.7,0.0,0,0
1596,1,17.0,5.0,29.4,0.06,0.2,18.6,0.0,0,0
1597,1,11.0,1.0,9.1,0.09,1.0,22.5,1.0,0,0
1598,1,11.0,3.0,27.3,0.0,0.0,19.6,1.0,1,1
1599,1,6.0,1.0,16.7,0.0,0.0,27.4,1.0,1,1
1600,0,7.0,2.0,28.6,0.0,0.0,18.2,1.0,0,0
1601,0,11.0,5.0,45.5,0.0,0.0,12.0,1.0,0,0
1602,2,17.0,5.0,29.4,0.06,0.2,18.8,0.0,1,1
1603,0,7.0,2.0,28.6,0.0,0.0,24.2,0.0,0,0
1604,0,13.0,4.0,30.8,0.0,0.0,17.4,1.0,0,0
1605,0,18.0,4.0,22.2,0.0,0.0,18.2,1.0,0,0
1606,0,6.0,3.0,50.0,0.0,0.0,18.2,0.0,0,0
1607,0,20.0,5.0,25.0,0.0,0.0,16.1,1.0,0,0
1608,0,8.0,1.0,12.5,0.0,0.0,20.8,2.0,0,0
1609,2,8.0,3.0,37.5,0.13,0.33,25.5,1.0,1,1
1610,2,7.0,3.0,42.9,0.29,0.67,17.8,1.0,0,0
1611,3,13.0,4.0,30.8,0.15,0.5,20.1,1.0,1,1
1612,0,17.0,3.0,17.6,0.0,0.0,22.8,0.0,0,0
1613,3,10.0,5.0,50.0,0.3,0.6,18.1,0.0,0,0
1614,1,12.0,3.0,25.0,0.0,0.0,22.6,2.0,1,1
1615,1,13.0,4.0,30.8,0.08,0.25,17.8,2.0,0,0
1616,2,10.0,2.0,20.0,0.1,0.5,19.5,1.0,1,1
1617,0,4.0,1.0,25.0,0.0,0.0,20.4,0.0,0,0
1618,1,7.0,4.0,57.1,0.14,0.25,15.1,1.0,0,0
1619,0,9.0,0.0,0.0,0.0,,17.0,0.0,0,0
1620,1,9.0,5.0,55.6,0.11,0.2,16.5,2.0,0,0
1621,1,6.0,4.0,66.7,0.17,0.25,25.6,3.0,0,0
1622,3,17.0,5.0,29.4,0.18,0.6,14.1,0.0,0,0
1623,1,17.0,3.0,17.6,0.06,0.33,17.2,0.0,0,0
1624,2,8.0,4.0,50.0,0.25,0.5,16.8,1.0,0,0
1625,1,11.0,3.0,27.3,0.09,0.33,20.0,0.0,0,0
1626,1,7.0,3.0,42.9,0.14,0.33,16.5,1.0,0,0
1627,2,13.0,3.0,23.1,0.15,0.67,15.6,0.0,0,0
1628,1,8.0,1.0,12.5,0.0,0.0,24.3,0.0,1,1
1629,0,9.0,2.0,22.2,0.0,0.0,19.2,1.0,0,0
1630,3,8.0,3.0,37.5,0.38,1.0,11.7,0.0,0,0
1631,3,18.0,5.0,27.8,0.17,0.6,18.0,1.0,0,0
1632,2,15.0,4.0,26.7,0.13,0.5,19.6,0.0,0,0
1633,0,4.0,0.0,0.0,0.0,,19.5,0.0,0,0
1634,2,7.0,3.0,42.9,0.29,0.67,16.2,0.0,0,0
1635,3,10.0,3.0,30.0,0.2,0.67,22.0,2.0,1,1
1636,1,10.0,4.0,40.0,0.1,0.25,16.7,0.0,0,0
1637,1,14.0,3.0,21.4,0.07,0.33,18.3,1.0,0,0
1638,3,19.0,5.0,26.3,0.11,0.4,15.4,0.0,1,2
1639,0,5.0,0.0,0.0,0.0,,12.8,0.0,0,0
1640,1,11.0,6.0,54.5,0.09,0.17,17.6,0.0,0,0
1641,5,16.0,9.0,56.3,0.25,0.44,15.1,0.0,1,1
1642,0,14.0,3.0,21.4,0.0,0.0,13.0,1.0,0,0
1643,1,10.0,5.0,50.0,0.1,0.2,16.9,0.0,0,0
1644,2,10.0,6.0,60.0,0.2,0.33,19.1,0.0,0,0
1645,0,9.0,1.0,11.1,0.0,0.0,16.4,0.0,0,0
1646,0,15.0,6.0,40.0,0.0,0.0,20.0,2.0,0,0
1647,1,11.0,4.0,36.4,0.09,0.25,23.9,0.0,0,0
1648,0,7.0,1.0,14.3,0.0,0.0,12.4,0.0,0,0
1649,0,14.0,3.0,21.4,0.0,0.0,26.1,1.0,0,0
1650,2,8.0,5.0,62.5,0.13,0.2,15.9,1.0,1,1
1651,0,16.0,2.0,12.5,0.0,0.0,16.8,0.0,0,0
1652,0,2.0,1.0,50.0,0.0,0.0,22.9,0.0,0,1
1653,2,7.0,3.0,42.9,0.29,0.67,14.1,0.0,0,0
1654,0,5.0,1.0,20.0,0.0,0.0,20.1,0.0,0,0
1655,2,10.0,5.0,50.0,0.1,0.2,22.9,0.0,1,1
1656,1,10.0,5.0,50.0,0.1,0.2,13.1,0.0,0,0
1657,1,18.0,3.0,16.7,0.06,0.33,20.4,1.0,0,0
1658,2,5.0,2.0,40.0,0.4,1.0,19.2,0.0,0,0
1659,3,21.0,8.0,38.1,0.14,0.38,16.8,0.0,0,0
1660,1,12.0,3.0,25.0,0.08,0.33,16.9,1.0,0,0
1661,1,7.0,1.0,14.3,0.0,0.0,18.1,0.0,1,1
1662,1,24.0,9.0,37.5,0.04,0.11,16.4,1.0,0,1
1663,2,8.0,1.0,12.5,0.13,1.0,25.3,1.0,1,1
1664,2,7.0,4.0,57.1,0.14,0.25,17.1,0.0,1,1
1665,4,17.0,10.0,58.8,0.24,0.4,18.3,1.0,0,0
1666,1,10.0,4.0,40.0,0.1,0.25,12.8,0.0,0,0
1667,2,9.0,2.0,22.2,0.11,0.5,19.3,1.0,1,1
1668,2,16.0,4.0,25.0,0.13,0.5,19.8,0.0,0,0
1669,1,16.0,5.0,31.3,0.06,0.2,13.4,0.0,0,0
1670,0,11.0,3.0,27.3,0.0,0.0,16.1,0.0,0,0
1671,2,9.0,3.0,33.3,0.22,0.67,22.4,0.0,0,0
1672,0,6.0,2.0,33.3,0.0,0.0,25.4,0.0,0,0
1673,1,13.0,2.0,15.4,0.08,0.5,14.7,0.0,0,0
1674,0,9.0,1.0,11.1,0.0,0.0,18.7,0.0,0,0
1675,0,4.0,1.0,25.0,0.0,0.0,22.8,0.0,0,1
1676,1,6.0,3.0,50.0,0.17,0.33,15.4,0.0,0,0
1677,2,13.0,4.0,30.8,0.15,0.5,18.8,0.0,0,0
1678,4,15.0,8.0,53.3,0.27,0.5,20.2,3.0,0,0
1679,0,16.0,4.0,25.0,0.0,0.0,14.4,1.0,0,0
1680,0,9.0,4.0,44.4,0.0,0.0,18.8,0.0,0,0
1681,1,6.0,2.0,33.3,0.17,0.5,19.8,1.0,0,0
1682,3,9.0,4.0,44.4,0.33,0.75,19.7,1.0,0,0
1683,0,5.0,0.0,0.0,0.0,,21.2,0.0,0,0
1684,1,11.0,3.0,27.3,0.09,0.33,25.2,1.0,0,0
1685,1,14.0,3.0,21.4,0.0,0.0,18.4,1.0,1,1
1686,2,5.0,2.0,40.0,0.4,1.0,25.1,0.0,0,0
1687,0,7.0,3.0,42.9,0.0,0.0,18.3,0.0,0,0
1688,1,5.0,1.0,20.0,0.2,1.0,21.6,0.0,0,0
1689,0,14.0,4.0,28.6,0.0,0.0,18.2,1.0,0,0
1690,2,12.0,5.0,41.7,0.17,0.4,11.7,0.0,0,0
1691,0,13.0,2.0,15.4,0.0,0.0,16.9,2.0,0,0
1692,2,17.0,4.0,23.5,0.12,0.5,16.8,0.0,0,0
1693,1,12.0,5.0,41.7,0.08,0.2,18.0,1.0,0,0
1694,0,18.0,3.0,16.7,0.0,0.0,19.2,1.0,0,0
1695,1,11.0,5.0,45.5,0.09,0.2,19.0,0.0,0,0
1696,1,19.0,7.0,36.8,0.05,0.14,18.4,0.0,0,0
1697,0,9.0,3.0,33.3,0.0,0.0,18.0,0.0,0,0
1698,0,12.0,5.0,41.7,0.0,0.0,21.6,1.0,0,0
1699,1,19.0,5.0,26.3,0.05,0.2,13.8,0.0,0,0
1700,1,12.0,3.0,25.0,0.08,0.33,17.9,1.0,0,0
1701,4,19.0,8.0,42.1,0.21,0.5,20.2,1.0,0,0
1702,1,9.0,3.0,33.3,0.11,0.33,16.8,1.0,0,0
1703,0,9.0,1.0,11.1,0.0,0.0,17.1,0.0,0,0
1704,2,8.0,4.0,50.0,0.25,0.5,14.4,1.0,0,0
1705,0,13.0,3.0,23.1,0.0,0.0,25.2,1.0,0,0
1706,0,9.0,2.0,22.2,0.0,0.0,18.1,0.0,0,0
1707,2,9.0,2.0,22.2,0.22,1.0,15.5,1.0,0,0
1708,0,9.0,1.0,11.1,0.0,0.0,18.0,0.0,0,0
1709,1,9.0,4.0,44.4,0.11,0.25,21.3,0.0,0,0
1710,0,12.0,0.0,0.0,0.0,,22.9,3.0,0,0
1711,1,13.0,3.0,23.1,0.08,0.33,17.3,0.0,0,0
1712,1,14.0,3.0,21.4,0.07,0.33,17.6,1.0,0,0
1713,0,7.0,3.0,42.9,0.0,0.0,22.2,1.0,0,0
1714,2,15.0,8.0,53.3,0.13,0.25,14.5,0.0,0,0
1715,0,9.0,4.0,44.4,0.0,0.0,19.0,0.0,0,0
1716,3,29.0,14.0,48.3,0.1,0.21,19.5,2.0,0,0
1717,1,3.0,1.0,33.3,0.33,1.0,23.2,0.0,0,0
1718,1,11.0,3.0,27.3,0.09,0.33,19.3,1.0,0,0
1719,1,9.0,3.0,33.3,0.11,0.33,17.7,0.0,0,0
1720,5,18.0,9.0,50.0,0.28,0.56,16.8,3.0,0,0
1721,1,9.0,1.0,11.1,0.11,1.0,19.4,1.0,0,0
1722,2,13.0,4.0,30.8,0.15,0.5,17.1,0.0,0,0
1723,1,17.0,5.0,29.4,0.06,0.2,14.7,0.0,0,0
1724,1,10.0,3.0,30.0,0.1,0.33,17.4,1.0,0,0
1725,1,10.0,1.0,10.0,0.1,1.0,18.3,0.0,0,0
1726,2,7.0,5.0,71.4,0.29,0.4,23.0,0.0,0,0
1727,0,12.0,5.0,41.7,0.0,0.0,22.6,0.0,0,0
1728,2,11.0,7.0,63.6,0.18,0.29,15.7,0.0,0,0
1729,1,17.0,4.0,23.5,0.0,0.0,17.6,0.0,1,1
1730,5,20.0,9.0,45.0,0.15,0.33,18.4,1.0,2,2
1731,0,5.0,3.0,60.0,0.0,0.0,16.6,0.0,0,0
1732,1,9.0,2.0,22.2,0.11,0.5,21.0,1.0,0,0
1733,2,9.0,1.0,11.1,0.0,0.0,16.2,1.0,2,2
1734,2,12.0,4.0,33.3,0.17,0.5,18.9,2.0,0,0
1735,2,25.0,8.0,32.0,0.08,0.25,16.7,0.0,0,0
1736,1,10.0,2.0,20.0,0.1,0.5,16.9,0.0,0,0
1737,3,8.0,3.0,37.5,0.38,1.0,19.9,2.0,0,0
1738,2,10.0,3.0,30.0,0.1,0.33,16.3,0.0,1,1
1739,1,12.0,3.0,25.0,0.0,0.0,21.1,1.0,1,1
1740,1,8.0,5.0,62.5,0.0,0.0,16.6,0.0,1,1
1741,3,9.0,3.0,33.3,0.33,1.0,19.5,0.0,0,0
1742,1,11.0,4.0,36.4,0.09,0.25,20.1,1.0,0,0
1743,1,13.0,3.0,23.1,0.08,0.33,16.6,0.0,0,1
1744,0,22.0,7.0,31.8,0.0,0.0,17.3,2.0,0,0
1745,0,13.0,3.0,23.1,0.0,0.0,26.3,1.0,0,0
1746,3,11.0,5.0,45.5,0.18,0.4,22.2,0.0,1,1
1747,0,14.0,1.0,7.1,0.0,0.0,20.7,0.0,0,0
1748,0,11.0,7.0,63.6,0.0,0.0,18.2,0.0,0,0
1749,0,12.0,1.0,8.3,0.0,0.0,20.5,0.0,0,0
1750,4,16.0,4.0,25.0,0.13,0.5,17.3,0.0,2,2
1751,2,10.0,2.0,20.0,0.1,0.5,20.0,1.0,1,1
1752,1,12.0,5.0,41.7,0.08,0.2,13.0,0.0,0,0
1753,0,6.0,2.0,33.3,0.0,0.0,28.6,1.0,0,0
1754,2,7.0,4.0,57.1,0.29,0.5,23.4,0.0,0,0
1755,1,9.0,4.0,44.4,0.11,0.25,20.0,0.0,0,0
1756,2,9.0,5.0,55.6,0.22,0.4,17.5,0.0,0,0
1757,1,5.0,3.0,60.0,0.2,0.33,27.3,1.0,0,0
1758,1,6.0,2.0,33.3,0.17,0.5,13.9,0.0,0,0
1759,1,10.0,5.0,50.0,0.1,0.2,18.4,0.0,0,0
1760,3,13.0,4.0,30.8,0.15,0.5,13.9,0.0,1,1
1761,0,7.0,1.0,14.3,0.0,0.0,23.6,1.0,0,0
1762,0,13.0,1.0,7.7,0.0,0.0,24.3,0.0,0,0
1763,2,12.0,4.0,33.3,0.17,0.5,19.3,2.0,0,0
1764,4,8.0,3.0,37.5,0.25,0.67,18.3,0.0,2,2
1765,0,15.0,1.0,6.7,0.0,0.0,21.4,0.0,0,0
1766,4,9.0,6.0,66.7,0.33,0.5,23.9,2.0,1,1
1767,1,6.0,5.0,83.3,0.17,0.2,23.5,3.0,0,0
1768,1,20.0,5.0,25.0,0.0,0.0,19.8,0.0,1,1
1769,3,3.0,1.0,33.3,0.33,1.0,34.8,0.0,2,2
1770,2,23.0,10.0,43.5,0.09,0.2,15.3,1.0,0,0
1771,1,8.0,2.0,25.0,0.13,0.5,19.8,2.0,0,0
1772,1,10.0,1.0,10.0,0.1,1.0,25.9,0.0,0,0
1773,3,18.0,5.0,27.8,0.17,0.6,17.6,0.0,0,0
1774,0,4.0,1.0,25.0,0.0,0.0,26.6,1.0,0,0
1775,0,14.0,5.0,35.7,0.0,0.0,17.7,1.0,0,0
1776,1,18.0,5.0,27.8,0.06,0.2,17.4,0.0,0,0
1777,2,10.0,6.0,60.0,0.2,0.33,19.9,0.0,0,0
1778,1,14.0,7.0,50.0,0.07,0.14,14.7,0.0,0,0
1779,2,13.0,6.0,46.2,0.15,0.33,17.2,0.0,0,0
1780,2,11.0,6.0,54.5,0.18,0.33,15.8,0.0,0,0
1781,1,9.0,4.0,44.4,0.11,0.25,20.1,0.0,0,0
1782,1,9.0,3.0,33.3,0.11,0.33,17.1,0.0,0,0
