,Standard__Gls,Standard__Sh,Standard__SoT,Standard__SoT%,Standard__G/Sh,Standard__G/SoT,Standard__Dist,Standard__FK,Standard__PK,Standard__PKatt
4433,0,7.0,2.0,28.6,0.0,0.0,17.2,1.0,0,0
4434,2,18.0,5.0,27.8,0.06,0.2,19.0,1.0,1,1
4435,4,9.0,5.0,55.6,0.44,0.8,13.7,0.0,0,0
4436,1,15.0,5.0,33.3,0.0,0.0,19.0,0.0,1,1
4437,1,9.0,2.0,22.2,0.11,0.5,13.2,0.0,0,0
4438,0,23.0,5.0,21.7,0.0,0.0,16.6,1.0,0,0
4439,2,9.0,3.0,33.3,0.22,0.67,15.1,0.0,0,0
4440,1,14.0,1.0,7.1,0.07,1.0,14.0,0.0,0,0
4441,1,21.0,4.0,19.0,0.05,0.25,16.9,1.0,0,0
4442,0,7.0,2.0,28.6,0.0,0.0,20.1,0.0,0,0
4443,2,10.0,4.0,40.0,0.2,0.5,15.5,1.0,0,0
4444,0,10.0,4.0,40.0,0.0,0.0,20.1,1.0,0,0
4445,2,9.0,4.0,44.4,0.22,0.5,13.7,1.0,0,0
4446,1,11.0,4.0,36.4,0.09,0.25,18.4,2.0,0,0
4447,1,8.0,1.0,12.5,0.13,1.0,14.9,1.0,0,0
4448,0,7.0,1.0,14.3,0.0,0.0,19.1,0.0,0,0
4449,1,13.0,3.0,23.1,0.0,0.0,17.0,1.0,1,1
4450,5,17.0,7.0,41.2,0.24,0.57,14.5,0.0,1,1
4451,1,2.0,1.0,50.0,0.5,1.0,29.8,0.0,0,0
4452,3,17.0,5.0,29.4,0.12,0.4,16.9,0.0,1,1
4453,1,7.0,3.0,42.9,0.14,0.33,17.4,0.0,0,0
4454,2,17.0,6.0,35.3,0.12,0.33,15.3,0.0,0,0
4455,1,7.0,1.0,14.3,0.0,0.0,17.8,0.0,1,1
4456,1,7.0,4.0,57.1,0.14,0.25,14.0,1.0,0,0
4457,2,16.0,6.0,37.5,0.13,0.33,19.1,0.0,0,0
4458,1,12.0,2.0,16.7,0.08,0.5,21.1,1.0,0,0
4459,0,21.0,6.0,28.6,0.0,0.0,16.2,1.0,0,0
4460,0,14.0,3.0,21.4,0.0,0.0,16.3,1.0,0,0
4461,1,8.0,3.0,37.5,0.13,0.33,12.1,0.0,0,0
4462,2,17.0,5.0,29.4,0.06,0.2,14.1,0.0,1,1
4463,2,13.0,6.0,46.2,0.15,0.33,15.1,0.0,0,0
4464,3,18.0,7.0,38.9,0.17,0.43,21.0,1.0,0,0
4465,1,8.0,3.0,37.5,0.13,0.33,22.5,0.0,0,0
4466,4,17.0,11.0,64.7,0.24,0.36,16.3,1.0,0,0
4467,1,10.0,3.0,30.0,0.0,0.0,13.5,0.0,1,1
4468,0,9.0,2.0,22.2,0.0,0.0,20.9,0.0,0,0
4469,1,16.0,3.0,18.8,0.06,0.33,23.8,1.0,0,0
4470,1,10.0,6.0,60.0,0.1,0.17,16.3,2.0,0,0
4471,2,12.0,5.0,41.7,0.17,0.4,16.3,0.0,0,0
4472,1,15.0,4.0,26.7,0.07,0.25,13.4,0.0,0,0
4473,0,13.0,4.0,30.8,0.0,0.0,16.2,0.0,0,0
4474,0,28.0,4.0,14.3,0.0,0.0,20.1,2.0,0,0
4475,3,17.0,5.0,29.4,0.18,0.6,16.8,1.0,0,0
4476,4,15.0,5.0,33.3,0.27,0.8,15.3,0.0,0,0
4477,2,15.0,7.0,46.7,0.13,0.29,15.0,0.0,0,0
4478,1,16.0,4.0,25.0,0.06,0.25,17.2,0.0,0,0
4479,3,11.0,4.0,36.4,0.27,0.75,17.3,0.0,0,0
4480,0,6.0,2.0,33.3,0.0,0.0,16.2,0.0,0,0
4481,2,9.0,3.0,33.3,0.11,0.33,24.2,0.0,1,2
4482,2,10.0,5.0,50.0,0.2,0.4,19.5,1.0,0,0
4483,1,9.0,3.0,33.3,0.11,0.33,16.8,0.0,0,0
4484,1,8.0,3.0,37.5,0.13,0.33,22.6,0.0,0,0
4485,2,10.0,3.0,30.0,0.2,0.67,12.5,0.0,0,0
4486,1,9.0,5.0,55.6,0.11,0.2,20.0,2.0,0,0
4487,3,12.0,3.0,25.0,0.25,1.0,21.9,1.0,0,0
4488,1,13.0,4.0,30.8,0.08,0.25,12.8,0.0,0,0
4489,0,7.0,3.0,42.9,0.0,0.0,19.8,1.0,0,0
4490,1,13.0,4.0,30.8,0.08,0.25,17.8,1.0,0,0
4491,2,13.0,6.0,46.2,0.15,0.33,14.0,0.0,0,0
4492,1,14.0,4.0,28.6,0.0,0.0,19.2,1.0,1,1
4493,2,10.0,6.0,60.0,0.2,0.33,16.1,0.0,0,0
4494,0,12.0,2.0,16.7,0.0,0.0,18.8,0.0,0,0
4495,3,15.0,5.0,33.3,0.2,0.6,16.0,0.0,0,0
4496,0,13.0,5.0,38.5,0.0,0.0,16.5,3.0,0,0
4497,1,11.0,6.0,54.5,0.09,0.17,14.3,0.0,0,0
4498,0,5.0,0.0,0.0,0.0,,27.1,0.0,0,0
4499,0,10.0,4.0,40.0,0.0,0.0,15.6,0.0,0,0
4500,1,15.0,2.0,13.3,0.07,0.5,16.2,0.0,0,0
4501,1,10.0,3.0,30.0,0.0,0.0,21.1,0.0,1,1
4502,1,16.0,7.0,43.8,0.06,0.14,18.6,1.0,0,0
4503,0,2.0,2.0,100.0,0.0,0.0,17.0,0.0,0,0
4504,2,7.0,3.0,42.9,0.14,0.33,16.8,0.0,1,1
4505,1,16.0,6.0,37.5,0.06,0.17,16.4,1.0,0,0
4506,2,13.0,7.0,53.8,0.15,0.29,20.0,3.0,0,0
4507,2,12.0,3.0,25.0,0.17,0.67,19.2,0.0,0,0
4508,1,20.0,7.0,35.0,0.05,0.14,17.5,0.0,0,0
4509,1,9.0,3.0,33.3,0.11,0.33,18.2,0.0,0,0
4510,1,15.0,6.0,40.0,0.07,0.17,22.5,1.0,0,0
4511,0,16.0,8.0,50.0,0.0,0.0,15.6,0.0,0,0
4512,3,25.0,12.0,48.0,0.08,0.17,17.3,0.0,1,1
4513,0,11.0,4.0,36.4,0.0,0.0,19.5,0.0,0,0
4514,1,9.0,2.0,22.2,0.11,0.5,21.7,0.0,0,0
4515,3,16.0,7.0,43.8,0.19,0.43,16.8,0.0,0,0
4516,1,4.0,3.0,75.0,0.25,0.33,16.2,0.0,0,0
4517,0,15.0,5.0,33.3,0.0,0.0,14.0,1.0,0,0
4518,2,9.0,3.0,33.3,0.22,0.67,18.4,1.0,0,0
4519,0,10.0,5.0,50.0,0.0,0.0,16.4,1.0,0,0
4520,2,6.0,3.0,50.0,0.33,0.67,18.6,1.0,0,0
4521,1,11.0,1.0,9.1,0.09,1.0,19.3,0.0,0,0
4522,0,3.0,1.0,33.3,0.0,0.0,14.6,0.0,0,0
4523,1,6.0,2.0,33.3,0.17,0.5,14.2,0.0,0,0
4524,1,9.0,3.0,33.3,0.11,0.33,12.6,0.0,0,0
4525,0,27.0,7.0,25.9,0.0,0.0,15.9,1.0,0,0
4526,2,15.0,4.0,26.7,0.13,0.5,19.8,0.0,0,0
4527,0,8.0,2.0,25.0,0.0,0.0,21.0,1.0,0,0
4528,1,10.0,2.0,20.0,0.1,0.5,22.0,1.0,0,0
4529,2,9.0,5.0,55.6,0.22,0.4,15.4,0.0,0,0
4530,2,18.0,7.0,38.9,0.11,0.29,18.4,0.0,0,0
4531,1,10.0,5.0,50.0,0.1,0.2,15.4,0.0,0,0
4532,2,19.0,4.0,21.1,0.11,0.5,16.4,0.0,0,0
4533,2,11.0,5.0,45.5,0.18,0.4,17.4,0.0,0,0
4534,0,23.0,7.0,30.4,0.0,0.0,18.4,0.0,0,0
4535,0,9.0,4.0,44.4,0.0,0.0,20.3,1.0,0,0
4536,2,16.0,6.0,37.5,0.13,0.33,15.9,0.0,0,0
4537,3,28.0,8.0,28.6,0.11,0.38,16.8,3.0,0,0
4538,1,7.0,2.0,28.6,0.14,0.5,18.0,0.0,0,0
4539,1,13.0,2.0,15.4,0.08,0.5,13.8,0.0,0,0
4540,1,9.0,4.0,44.4,0.11,0.25,20.6,0.0,0,0
4541,2,14.0,7.0,50.0,0.14,0.29,15.7,0.0,0,0
4542,2,22.0,7.0,31.8,0.09,0.29,21.3,3.0,0,0
4543,0,21.0,4.0,19.0,0.0,0.0,21.4,0.0,0,0
4544,1,8.0,1.0,12.5,0.0,0.0,17.9,0.0,1,1
4545,2,9.0,3.0,33.3,0.22,0.67,11.8,0.0,0,0
4546,3,8.0,3.0,37.5,0.38,1.0,11.2,0.0,0,0
4547,1,14.0,8.0,57.1,0.07,0.13,18.6,0.0,0,1
4548,1,11.0,6.0,54.5,0.09,0.17,17.0,0.0,0,0
4549,2,17.0,6.0,35.3,0.12,0.33,16.0,0.0,0,0
4550,2,12.0,9.0,75.0,0.17,0.22,22.2,1.0,0,0
4551,0,4.0,1.0,25.0,0.0,0.0,12.2,0.0,0,0
4552,1,12.0,5.0,41.7,0.08,0.2,15.8,0.0,0,0
4553,1,9.0,2.0,22.2,0.11,0.5,16.5,0.0,0,0
4554,1,10.0,3.0,30.0,0.1,0.33,19.9,1.0,0,0
4555,3,10.0,3.0,30.0,0.2,0.67,17.1,0.0,1,1
4556,0,15.0,0.0,0.0,0.0,,20.2,1.0,0,0
4557,3,12.0,8.0,66.7,0.25,0.38,20.1,0.0,0,0
4558,1,14.0,3.0,21.4,0.07,0.33,18.0,1.0,0,0
4559,1,8.0,3.0,37.5,0.13,0.33,17.2,0.0,0,0
4560,0,19.0,5.0,26.3,0.0,0.0,19.7,0.0,0,0
4561,2,8.0,2.0,25.0,0.0,0.0,21.8,1.0,2,2
4562,2,10.0,3.0,30.0,0.2,0.67,16.0,1.0,0,0
4563,1,9.0,3.0,33.3,0.11,0.33,19.5,0.0,0,0
4564,1,15.0,2.0,13.3,0.07,0.5,20.0,1.0,0,0
4565,1,6.0,1.0,16.7,0.17,1.0,12.2,0.0,0,0
4566,1,4.0,1.0,25.0,0.0,0.0,29.7,0.0,1,1
4567,1,10.0,2.0,20.0,0.1,0.5,19.6,0.0,0,1
4568,0,7.0,1.0,14.3,0.0,0.0,15.3,0.0,0,0
4569,2,14.0,8.0,57.1,0.14,0.25,16.0,2.0,0,0
4570,2,11.0,5.0,45.5,0.18,0.4,15.7,1.0,0,0
4571,0,11.0,0.0,0.0,0.0,,15.5,0.0,0,0
4572,1,18.0,5.0,27.8,0.06,0.2,16.6,0.0,0,0
4573,2,12.0,5.0,41.7,0.17,0.4,18.6,1.0,0,0
4574,0,14.0,3.0,21.4,0.0,0.0,19.9,1.0,0,0
4575,0,5.0,2.0,40.0,0.0,0.0,15.6,0.0,0,0
4576,1,12.0,3.0,25.0,0.08,0.33,17.6,1.0,0,0
4577,0,10.0,2.0,20.0,0.0,0.0,22.1,0.0,0,0
4578,3,14.0,6.0,42.9,0.21,0.5,14.4,0.0,0,0
4579,1,7.0,4.0,57.1,0.14,0.25,14.1,0.0,0,0
4580,0,8.0,1.0,12.5,0.0,0.0,17.4,0.0,0,0
4581,1,15.0,3.0,20.0,0.07,0.33,15.3,0.0,0,0
4582,1,8.0,3.0,37.5,0.0,0.0,17.3,0.0,1,1
4583,0,7.0,1.0,14.3,0.0,0.0,23.6,1.0,0,0
4584,1,17.0,6.0,35.3,0.06,0.17,18.1,1.0,0,0
4585,1,11.0,2.0,18.2,0.09,0.5,17.3,1.0,0,0
4586,3,25.0,9.0,36.0,0.12,0.33,17.0,1.0,0,0
4587,1,20.0,8.0,40.0,0.05,0.13,17.5,0.0,0,0
4588,2,8.0,2.0,25.0,0.25,1.0,16.0,1.0,0,0
4589,0,18.0,7.0,38.9,0.0,0.0,17.8,2.0,0,0
4590,0,9.0,2.0,22.2,0.0,0.0,17.9,1.0,0,0
4591,3,7.0,6.0,85.7,0.43,0.5,16.1,1.0,0,0
4592,2,24.0,10.0,41.7,0.08,0.2,15.5,2.0,0,0
4593,0,10.0,1.0,10.0,0.0,0.0,12.0,0.0,0,0
4594,0,14.0,0.0,0.0,0.0,,17.1,0.0,0,0
4595,0,5.0,1.0,20.0,0.0,0.0,13.7,0.0,0,0
4596,2,12.0,2.0,16.7,0.17,1.0,24.3,2.0,0,0
4597,4,14.0,7.0,50.0,0.29,0.57,16.1,1.0,0,0
4598,0,14.0,7.0,50.0,0.0,0.0,16.1,0.0,0,0
4599,2,17.0,9.0,52.9,0.12,0.22,17.6,2.0,0,0
4600,0,8.0,1.0,12.5,0.0,0.0,13.0,0.0,0,0
4601,0,11.0,5.0,45.5,0.0,0.0,18.6,0.0,0,0
4602,1,9.0,2.0,22.2,0.11,0.5,19.4,0.0,0,1
4603,0,13.0,4.0,30.8,0.0,0.0,14.6,0.0,0,0
4604,1,5.0,2.0,40.0,0.2,0.5,17.6,1.0,0,0
4605,1,11.0,3.0,27.3,0.09,0.33,15.9,1.0,0,0
4606,2,9.0,5.0,55.6,0.22,0.4,12.4,0.0,0,1
4607,3,9.0,3.0,33.3,0.22,0.67,21.3,1.0,1,1
4608,2,8.0,3.0,37.5,0.25,0.67,17.6,0.0,0,0
4609,1,21.0,4.0,19.0,0.05,0.25,17.8,3.0,0,0
4610,4,21.0,11.0,52.4,0.19,0.36,16.8,0.0,0,0
4611,3,13.0,6.0,46.2,0.23,0.5,16.2,1.0,0,0
4612,1,16.0,4.0,25.0,0.06,0.25,15.6,0.0,0,0
4613,2,6.0,1.0,16.7,0.17,1.0,13.8,0.0,1,1
4614,4,12.0,4.0,33.3,0.17,0.5,19.7,0.0,2,2
4615,2,9.0,4.0,44.4,0.22,0.5,17.5,1.0,0,0
4616,0,16.0,1.0,6.3,0.0,0.0,18.9,0.0,0,0
4617,1,14.0,3.0,21.4,0.0,0.0,13.4,0.0,1,1
4618,0,12.0,3.0,25.0,0.0,0.0,19.2,0.0,0,0
4619,7,17.0,10.0,58.8,0.41,0.7,16.0,0.0,0,0
4620,1,7.0,3.0,42.9,0.14,0.33,19.8,0.0,0,0
4621,3,17.0,3.0,17.6,0.12,0.67,22.1,0.0,1,1
4622,3,14.0,7.0,50.0,0.21,0.43,14.4,0.0,0,0
4623,2,16.0,5.0,31.3,0.13,0.4,15.9,0.0,0,0
4624,2,8.0,5.0,62.5,0.25,0.4,18.5,0.0,0,0
4625,4,15.0,6.0,40.0,0.27,0.67,20.3,0.0,0,0
4626,1,6.0,2.0,33.3,0.17,0.5,19.9,0.0,0,0
4627,2,26.0,12.0,46.2,0.08,0.17,17.7,0.0,0,0
4628,0,9.0,4.0,44.4,0.0,0.0,18.0,0.0,0,0
4629,0,6.0,0.0,0.0,0.0,,15.9,0.0,0,1
4630,1,14.0,5.0,35.7,0.07,0.2,16.3,1.0,0,0
4631,0,15.0,6.0,40.0,0.0,0.0,20.2,1.0,0,0
4632,0,10.0,5.0,50.0,0.0,0.0,20.6,1.0,0,0
4633,1,11.0,6.0,54.5,0.09,0.17,16.2,0.0,0,0
4634,0,11.0,3.0,27.3,0.0,0.0,16.6,0.0,0,0
4635,0,8.0,1.0,12.5,0.0,0.0,17.9,0.0,0,0
4636,1,11.0,3.0,27.3,0.09,0.33,18.3,0.0,0,0
4637,2,8.0,3.0,37.5,0.13,0.33,15.6,0.0,1,1
4638,0,9.0,1.0,11.1,0.0,0.0,16.1,1.0,0,0
4639,2,19.0,10.0,52.6,0.05,0.1,20.6,1.0,1,1
4640,3,20.0,8.0,40.0,0.15,0.38,13.4,0.0,0,0
4641,0,5.0,4.0,80.0,0.0,0.0,21.8,1.0,0,0
4642,0,11.0,3.0,27.3,0.0,0.0,17.8,1.0,0,0
4643,3,12.0,8.0,66.7,0.25,0.38,16.2,1.0,0,0
4644,1,7.0,3.0,42.9,0.14,0.33,17.1,0.0,0,0
4645,0,16.0,4.0,25.0,0.0,0.0,16.4,0.0,0,0
4646,5,17.0,9.0,52.9,0.29,0.56,18.7,2.0,0,0
4647,0,11.0,2.0,18.2,0.0,0.0,18.9,0.0,0,0
4648,3,11.0,6.0,54.5,0.27,0.5,13.5,0.0,0,0
4649,2,7.0,2.0,28.6,0.14,0.5,23.3,1.0,1,1
4650,2,10.0,4.0,40.0,0.2,0.5,11.8,0.0,0,0
4651,1,17.0,7.0,41.2,0.06,0.14,19.8,2.0,0,0
4652,0,14.0,2.0,14.3,0.0,0.0,22.0,0.0,0,0
4653,1,26.0,9.0,34.6,0.04,0.11,18.0,1.0,0,0
4654,2,17.0,8.0,47.1,0.12,0.25,15.9,1.0,0,0
4655,1,15.0,5.0,33.3,0.07,0.2,17.6,0.0,0,0
4656,2,12.0,5.0,41.7,0.17,0.4,17.5,2.0,0,0
4657,4,13.0,6.0,46.2,0.31,0.67,17.7,1.0,0,0
4658,2,11.0,3.0,27.3,0.18,0.67,15.6,1.0,0,0
4659,0,15.0,5.0,33.3,0.0,0.0,15.4,0.0,0,0
4660,5,22.0,8.0,36.4,0.18,0.5,16.6,0.0,1,1
4661,3,14.0,4.0,28.6,0.14,0.5,17.8,0.0,1,1
4662,0,16.0,2.0,12.5,0.0,0.0,16.8,0.0,0,0
4663,0,15.0,3.0,20.0,0.0,0.0,21.4,2.0,0,0
4664,2,13.0,7.0,53.8,0.15,0.29,15.2,0.0,0,0
4665,3,15.0,6.0,40.0,0.2,0.5,20.8,0.0,0,0
4666,2,7.0,5.0,71.4,0.29,0.4,19.0,0.0,0,0
4667,2,17.0,10.0,58.8,0.12,0.2,15.2,2.0,0,0
4668,3,9.0,6.0,66.7,0.22,0.33,18.2,0.0,1,1
4669,4,9.0,5.0,55.6,0.33,0.6,19.2,1.0,1,1
4670,1,11.0,6.0,54.5,0.09,0.17,19.3,1.0,0,0
4671,1,13.0,6.0,46.2,0.08,0.17,15.2,0.0,0,0
4672,0,2.0,1.0,50.0,0.0,0.0,33.7,1.0,0,0
4673,1,10.0,3.0,30.0,0.1,0.33,20.7,1.0,0,0
4674,1,21.0,7.0,33.3,0.05,0.14,16.4,2.0,0,0
4675,1,5.0,1.0,20.0,0.2,1.0,16.2,0.0,0,0
4676,1,20.0,5.0,25.0,0.05,0.2,21.5,1.0,0,0
4677,3,10.0,4.0,40.0,0.3,0.75,14.6,0.0,0,0
4678,1,9.0,0.0,0.0,0.0,,15.2,0.0,1,1
4679,5,18.0,9.0,50.0,0.28,0.56,13.2,0.0,0,0
4680,2,10.0,5.0,50.0,0.2,0.4,16.4,0.0,0,0
4681,2,10.0,4.0,40.0,0.2,0.5,15.5,0.0,0,0
4682,2,13.0,5.0,38.5,0.15,0.4,16.9,0.0,0,0
4683,1,13.0,2.0,15.4,0.0,0.0,17.3,0.0,1,1
4684,2,17.0,5.0,29.4,0.12,0.4,16.6,0.0,0,0
4685,0,16.0,2.0,12.5,0.0,0.0,21.5,1.0,0,0
4686,2,8.0,4.0,50.0,0.25,0.5,18.2,0.0,0,0
4687,2,21.0,9.0,42.9,0.1,0.22,16.4,0.0,0,0
4688,1,2.0,1.0,50.0,0.5,1.0,18.5,0.0,0,0
4689,0,9.0,2.0,22.2,0.0,0.0,18.0,0.0,0,0
4690,0,9.0,4.0,44.4,0.0,0.0,28.2,1.0,0,0
4691,0,9.0,2.0,22.2,0.0,0.0,27.2,2.0,0,0
4692,1,21.0,9.0,42.9,0.05,0.11,14.9,1.0,0,0
4693,1,18.0,7.0,38.9,0.06,0.14,15.8,1.0,0,0
4694,1,13.0,3.0,23.1,0.08,0.33,17.1,0.0,0,0
4695,0,8.0,0.0,0.0,0.0,,24.8,2.0,0,0
4696,0,13.0,2.0,15.4,0.0,0.0,15.6,1.0,0,0
4697,2,5.0,3.0,60.0,0.4,0.67,12.9,0.0,0,0
4698,0,18.0,4.0,22.2,0.0,0.0,13.5,0.0,0,0
4699,0,12.0,3.0,25.0,0.0,0.0,13.2,0.0,0,0
4700,0,3.0,0.0,0.0,0.0,,13.9,0.0,0,0
4701,0,22.0,9.0,40.9,0.0,0.0,19.5,0.0,0,0
4702,2,18.0,4.0,22.2,0.06,0.25,22.0,3.0,1,1
4703,2,9.0,4.0,44.4,0.22,0.5,16.3,0.0,0,0
4704,3,14.0,7.0,50.0,0.21,0.43,16.2,0.0,0,0
4705,0,13.0,3.0,23.1,0.0,0.0,19.7,0.0,0,0
4706,0,18.0,3.0,16.7,0.0,0.0,14.9,0.0,0,0
4707,3,8.0,5.0,62.5,0.38,0.6,18.0,1.0,0,0
4708,3,17.0,5.0,29.4,0.18,0.6,16.6,0.0,0,0
4709,3,17.0,2.0,11.8,0.12,1.0,14.6,0.0,1,2
4710,0,17.0,3.0,17.6,0.0,0.0,18.7,1.0,0,0
4711,2,10.0,3.0,30.0,0.2,0.67,20.7,1.0,0,0
4712,3,18.0,9.0,50.0,0.17,0.33,15.5,1.0,0,0
4713,0,9.0,2.0,22.2,0.0,0.0,19.2,0.0,0,0
4714,3,15.0,7.0,46.7,0.2,0.43,13.4,0.0,0,0
4715,2,8.0,4.0,50.0,0.25,0.5,21.8,0.0,0,0
4716,1,11.0,3.0,27.3,0.09,0.33,19.0,1.0,0,0
4717,2,15.0,4.0,26.7,0.07,0.25,22.2,0.0,1,1
4718,0,4.0,1.0,25.0,0.0,0.0,23.6,0.0,0,0
4719,3,23.0,9.0,39.1,0.13,0.33,13.4,0.0,0,0
4720,1,20.0,5.0,25.0,0.05,0.2,22.2,0.0,0,0
4721,0,8.0,2.0,25.0,0.0,0.0,17.6,0.0,0,0
4722,4,18.0,8.0,44.4,0.22,0.5,16.0,0.0,0,1
4723,0,7.0,1.0,14.3,0.0,0.0,24.4,0.0,0,0
4724,1,9.0,5.0,55.6,0.11,0.2,15.7,0.0,0,0
4725,1,11.0,3.0,27.3,0.09,0.33,24.6,2.0,0,0
4726,2,7.0,4.0,57.1,0.29,0.5,20.7,1.0,0,0
4727,2,22.0,6.0,27.3,0.09,0.33,19.5,1.0,0,0
4728,1,9.0,4.0,44.4,0.11,0.25,13.2,0.0,0,0
4729,2,7.0,4.0,57.1,0.14,0.25,22.3,1.0,1,1
4730,2,13.0,4.0,30.8,0.08,0.25,15.0,0.0,1,1
4731,1,13.0,4.0,30.8,0.08,0.25,23.1,1.0,0,0
4732,2,25.0,10.0,40.0,0.08,0.2,19.0,0.0,0,1
4733,1,6.0,2.0,33.3,0.17,0.5,14.5,0.0,0,0
4734,2,3.0,2.0,66.7,0.67,1.0,9.1,0.0,0,0
4735,0,15.0,5.0,33.3,0.0,0.0,16.7,2.0,0,0
4736,2,22.0,10.0,45.5,0.09,0.2,16.9,1.0,0,0
4737,2,7.0,2.0,28.6,0.29,1.0,21.8,0.0,0,0
4738,0,13.0,3.0,23.1,0.0,0.0,14.2,0.0,0,0
4739,2,11.0,5.0,45.5,0.09,0.2,20.3,0.0,1,1
4740,0,18.0,6.0,33.3,0.0,0.0,13.9,1.0,0,0
4741,1,14.0,6.0,42.9,0.07,0.17,16.5,1.0,0,0
4742,1,13.0,3.0,23.1,0.08,0.33,15.9,0.0,0,0
4743,1,13.0,3.0,23.1,0.08,0.33,16.1,0.0,0,0
4744,1,14.0,4.0,28.6,0.07,0.25,15.7,1.0,0,0
4745,0,17.0,6.0,35.3,0.0,0.0,18.3,0.0,0,0
4746,0,16.0,3.0,18.8,0.0,0.0,17.7,0.0,0,0
4747,3,11.0,6.0,54.5,0.18,0.33,17.4,0.0,1,1
4748,0,11.0,5.0,45.5,0.0,0.0,19.9,0.0,0,1
4749,1,11.0,3.0,27.3,0.0,0.0,25.5,2.0,1,1
4750,2,9.0,5.0,55.6,0.22,0.4,22.4,1.0,0,0
4751,5,19.0,8.0,42.1,0.26,0.63,18.1,1.0,0,0
4752,1,16.0,7.0,43.8,0.06,0.14,21.1,1.0,0,0
4753,1,11.0,2.0,18.2,0.0,0.0,16.6,0.0,1,1
4754,0,10.0,3.0,30.0,0.0,0.0,17.1,0.0,0,0
4755,1,12.0,7.0,58.3,0.08,0.14,15.4,0.0,0,0
4756,0,5.0,4.0,80.0,0.0,0.0,9.9,0.0,0,0
4757,2,12.0,4.0,33.3,0.17,0.5,16.8,1.0,0,0
4758,1,12.0,2.0,16.7,0.08,0.5,17.1,0.0,0,0
4759,0,4.0,2.0,50.0,0.0,0.0,18.9,0.0,0,0
4760,1,10.0,4.0,40.0,0.1,0.25,23.3,0.0,0,0
4761,2,10.0,3.0,30.0,0.2,0.67,20.1,0.0,0,0
4762,2,13.0,4.0,30.8,0.15,0.5,21.9,0.0,0,0
4763,1,15.0,3.0,20.0,0.07,0.33,15.9,0.0,0,0
4764,0,15.0,4.0,26.7,0.0,0.0,17.4,0.0,0,0
4765,0,8.0,0.0,0.0,0.0,,23.1,0.0,0,0
4766,2,10.0,5.0,50.0,0.2,0.4,18.3,2.0,0,0
4767,2,20.0,10.0,50.0,0.1,0.2,16.8,0.0,0,0
4768,1,7.0,1.0,14.3,0.14,1.0,20.7,0.0,0,0
4769,2,9.0,2.0,22.2,0.22,1.0,17.8,0.0,0,0
4770,2,14.0,2.0,14.3,0.07,0.5,19.7,1.0,1,1
4771,2,16.0,7.0,43.8,0.13,0.29,22.5,3.0,0,0
4772,2,11.0,4.0,36.4,0.18,0.5,14.7,0.0,0,0
4773,2,12.0,7.0,58.3,0.17,0.29,15.5,0.0,0,0
4774,1,8.0,1.0,12.5,0.13,1.0,17.4,0.0,0,0
4775,2,11.0,7.0,63.6,0.18,0.29,11.8,0.0,0,0
4776,2,18.0,8.0,44.4,0.11,0.25,12.8,0.0,0,0
4777,3,5.0,4.0,80.0,0.4,0.5,16.3,0.0,1,1
4778,2,9.0,3.0,33.3,0.22,0.67,19.5,0.0,0,0
4779,1,13.0,5.0,38.5,0.08,0.2,16.2,0.0,0,0
4780,4,11.0,4.0,36.4,0.36,1.0,14.9,1.0,0,0
4781,2,15.0,3.0,20.0,0.13,0.67,15.5,0.0,0,0
4782,2,22.0,3.0,13.6,0.09,0.67,18.8,1.0,0,0
4783,0,8.0,1.0,12.5,0.0,0.0,22.6,0.0,0,0
4784,1,13.0,5.0,38.5,0.08,0.2,15.8,0.0,0,0
4785,1,15.0,3.0,20.0,0.07,0.33,12.6,1.0,0,0
4786,0,13.0,6.0,46.2,0.0,0.0,16.7,0.0,0,0
4787,1,12.0,4.0,33.3,0.08,0.25,19.4,1.0,0,0
4788,1,22.0,3.0,13.6,0.05,0.33,16.4,0.0,0,1
4789,0,9.0,3.0,33.3,0.0,0.0,23.2,1.0,0,0
4790,0,6.0,1.0,16.7,0.0,0.0,19.7,2.0,0,0
4791,1,10.0,1.0,10.0,0.0,0.0,25.1,1.0,1,1
4792,2,17.0,6.0,35.3,0.12,0.33,16.3,0.0,0,0
4793,3,17.0,7.0,41.2,0.18,0.43,18.2,0.0,0,0
4794,0,22.0,5.0,22.7,0.0,0.0,18.4,1.0,0,0
4795,0,4.0,0.0,0.0,0.0,,23.3,0.0,0,0
4796,0,6.0,2.0,33.3,0.0,0.0,17.4,0.0,0,0
4797,1,13.0,3.0,23.1,0.08,0.33,21.2,0.0,0,0
4798,4,20.0,11.0,55.0,0.15,0.27,13.2,0.0,1,1
4799,3,12.0,4.0,33.3,0.25,0.75,21.2,0.0,0,1
4800,2,19.0,6.0,31.6,0.11,0.33,11.5,0.0,0,0
4801,1,22.0,9.0,40.9,0.05,0.11,18.7,0.0,0,0
4802,1,7.0,2.0,28.6,0.14,0.5,18.7,1.0,0,0
4803,3,17.0,5.0,29.4,0.12,0.4,16.6,2.0,1,1
4804,1,10.0,6.0,60.0,0.1,0.17,15.0,0.0,0,0
4805,1,6.0,1.0,16.7,0.17,1.0,18.7,1.0,0,0
4806,1,12.0,6.0,50.0,0.08,0.17,17.8,0.0,0,0
4807,1,11.0,3.0,27.3,0.09,0.33,12.3,0.0,0,0
4808,1,10.0,4.0,40.0,0.1,0.25,16.3,0.0,0,0
